Date,Customer,Region,Product,Quantity,UnitPrice,Total
2022-10-26,Casey Moore,Central,Docking Station,16,1951505415,31224086640
2022-07-05,Jamie Lee,North,Webcam,7,1850543363,12953803541
2022-09-07,Skyler Smith,North,Mouse,8,2040318312,16322546496
2022-10-16,Jordan Garcia,Central,Printer,5,1499527825,7497639125
2022-04-18,Quinn Brown,North,Laptop,10,546775273,5467752730
2022-11-20,Quinn Wilson,West,Printer,5,810398757,4051993785
2022-07-17,Alex Smith,East,Printer,9,886953446,7982581014
2022-02-18,Morgan Moore,Central,Headset,13,1360031345,17680407485
2022-03-30,Skyler Davis,East,Printer,3,808769889,2426309667
2022-08-04,Jordan Taylor,South,Mouse,19,1398268672,26567104768
2022-08-21,Jordan Johnson,South,Printer,14,441959513,6187433182
2022-09-30,Casey Smith,West,Docking Station,10,1517120989,15171209890
2023-02-14,Casey Brown,North,Keyboard,1,966906520,966906520
2022-12-11,Quinn Wilson,Central,Docking Station,13,811439613,10548714969
2022-05-14,Chris Moore,North,Mouse,3,1150115150,3450345450
2022-04-07,Alex Smith,Central,Webcam,10,191381963,1913819630
2022-04-02,Taylor Lee,West,Webcam,12,1484950846,17819410152
2022-05-28,Riley Garcia,South,Keyboard,19,1399814347,26596472593
2022-11-16,Chris Lee,Central,Webcam,7,2056421058,14394947406
2022-12-03,Taylor Garcia,North,Docking Station,17,512129972,8706209524
2022-06-09,Jamie Wilson,West,Desk Chair,7,1178748372,8251238604
2022-04-22,Morgan Lee,South,Webcam,3,968170189,2904510567
2022-06-21,Riley Davis,South,Headset,15,2068332397,31024985955
2023-01-31,Morgan Johnson,South,Keyboard,6,1387539390,8325236340
2022-08-15,Alex Davis,Central,Printer,9,1697815105,15280335945
2022-05-11,Morgan Lee,South,Laptop,4,1400788806,5603155224
2023-01-26,Riley Lee,West,Webcam,15,757689836,11365347540
2023-02-15,Skyler Miller,West,Printer,6,708823624,4252941744
2023-01-20,Jordan Lee,South,Docking Station,3,1036562452,3109687356
2022-12-22,Casey Garcia,South,Desk Chair,5,396053863,1980269315
2022-03-22,Quinn Brown,South,Webcam,1,2125644574,2125644574
2023-01-31,Riley Johnson,Central,Printer,10,774193618,7741936180
2022-11-30,Morgan Taylor,South,Keyboard,13,996376103,12952889339
2022-05-03,Alex Lee,North,Laptop,15,1380227958,20703419370
2022-03-17,Casey Lee,West,Desk Chair,1,1087477550,1087477550
2022-07-23,Riley Miller,South,Printer,14,275364785,3855106990
2022-06-13,Taylor Garcia,West,Desk Chair,9,401218100,3610962900
2022-08-17,Jamie Smith,East,Desk Chair,15,1550945475,23264182125
2022-08-03,Jamie Davis,North,Headset,17,1819461069,30930838173
2022-04-01,Jordan Miller,South,Scanner,13,1483906512,19290784656
2022-10-06,Morgan Smith,West,Scanner,14,494026201,6916366814
2023-01-06,Morgan Lee,Central,Mouse,12,801942998,9623315976
2023-01-18,Chris Garcia,East,Monitor,6,1823785138,10942710828
2022-08-11,Jordan Brown,North,Keyboard,9,1447827506,13030447554
2022-11-04,Alex Taylor,West,Printer,10,1099677815,10996778150
2022-10-07,Jordan Miller,West,Mouse,16,407933167,6526930672
2022-02-25,Morgan Miller,South,Laptop,5,2060757535,10303787675
2022-10-19,Jamie Johnson,West,Laptop,7,323879824,2267158768
2022-07-24,Riley Brown,West,Laptop,5,1511901450,7559507250
2022-10-27,Riley Lee,South,Monitor,9,2065331757,18587985813
2022-06-12,Morgan Lee,North,Webcam,3,807998475,2423995425
2022-12-14,Taylor Davis,West,Mouse,8,1680068459,13440547672
2022-12-09,Jordan Lee,North,Scanner,11,236790717,2604697887
2022-07-13,Skyler Davis,West,Mouse,8,1022831373,8182650984
2022-04-25,Jordan Brown,South,Keyboard,8,718414525,5747316200
2022-12-24,Jamie Garcia,East,Printer,17,1315642942,22365930014
2023-02-08,Alex Johnson,West,Laptop,9,59927623,539348607
2022-10-14,Casey Lee,Central,Laptop,16,334568613,5353097808
2022-12-01,Taylor Brown,East,Printer,10,455268257,4552682570
2022-03-05,Jamie Smith,East,Desk Chair,8,313943113,2511544904
2023-01-27,Chris Moore,South,Headset,6,675789319,4054735914
2022-11-22,Riley Moore,South,Desk Chair,16,1532799628,24524794048
2022-12-30,Riley Taylor,North,Printer,6,945784635,5674707810
2022-06-26,Skyler Moore,East,Docking Station,9,86403420,777630780
2022-07-18,Jordan Garcia,Central,Docking Station,6,1794927046,10769562276
2022-07-30,Skyler Lee,West,Monitor,9,207550297,1867952673
2022-08-04,Chris Taylor,East,Keyboard,6,729208422,4375250532
2022-03-25,Jordan Wilson,Central,Monitor,14,217312137,3042369918
2022-07-07,Skyler Wilson,South,Printer,7,946668141,6626676987
2022-10-02,Taylor Garcia,North,Docking Station,10,2005936266,20059362660
