Date,Customer,Region,Product,Quantity,UnitPrice,Total
2023-01-21,Riley Miller,Central,Laptop,19,2098072529,39863378051
2022-05-18,Taylor Johnson,South,Desk Chair,18,1444864660,26007563880
2022-12-30,Taylor Garcia,Central,Desk Chair,19,1477494159,28072389021
2022-08-12,Jordan Johnson,East,Keyboard,14,1505514340,21077200760
2022-03-10,Quinn Taylor,West,Monitor,6,2128526382,12771158292
2022-03-07,Chris Davis,West,Laptop,12,1883104103,22597249236
2022-07-12,Quinn Brown,Central,Printer,4,404385233,1617540932
2022-10-02,Quinn Johnson,Central,Headset,5,1609096061,8045480305
2023-01-23,Jordan Davis,East,Headset,7,1456306383,10194144681
2023-01-19,Quinn Wilson,East,Keyboard,6,1592245877,9553475262
2022-03-22,Jordan Taylor,South,Monitor,4,1600279683,6401118732
2022-08-25,Jordan Smith,East,Mouse,6,1484798416,8908790496
2022-08-10,Riley Davis,West,Keyboard,7,41615869,291311083
2022-08-25,Taylor Taylor,West,Headset,17,755861563,12849646571
2022-10-24,Quinn Moore,South,Scanner,3,1314051427,3942154281
2022-05-22,Taylor Miller,South,Printer,7,268921779,1882452453
2022-07-02,Casey Johnson,Central,Scanner,6,1800398880,10802393280
2022-06-07,Taylor Garcia,South,Monitor,4,973842823,3895371292
2022-10-11,Quinn Johnson,South,Laptop,15,1567614496,23514217440
2022-11-16,Skyler Garcia,East,Monitor,19,1125918022,21392442418
2022-06-08,Chris Davis,South,Mouse,10,522425330,5224253300
2022-07-15,Jamie Brown,South,Printer,3,269757428,809272284
2022-07-17,Quinn Davis,East,Docking Station,8,1116092062,8928736496
2022-06-10,Alex Garcia,Central,Scanner,14,1405732359,19680253026
2023-01-10,Skyler Lee,West,Mouse,6,77974902,467849412
2022-09-06,Jordan Smith,South,Keyboard,10,1871981115,18719811150
2022-09-16,Taylor Garcia,South,Laptop,17,415376960,7061408320
2022-03-02,Morgan Lee,South,Webcam,1,43074200,43074200
2022-03-26,Casey Smith,East,Scanner,16,185192034,2963072544
2022-09-23,Riley Smith,West,Desk Chair,3,1860864589,5582593767
2022-02-21,Jordan Garcia,North,Docking Station,3,1532325980,4596977940
2022-08-04,Skyler Smith,West,Docking Station,15,1711742753,25676141295
2022-11-23,Morgan Miller,Central,Headset,6,971013808,5826082848
2022-10-18,Jamie Miller,North,Mouse,14,1632038400,22848537600
2022-10-12,Jordan Wilson,South,Headset,17,1379691415,23454754055
2022-11-24,Taylor Brown,North,Printer,8,863365651,6906925208
2022-06-19,Taylor Garcia,South,Headset,11,24942370,274366070
2022-06-28,Casey Davis,South,Monitor,14,1621013124,22694183736
2022-07-07,Jordan Garcia,Central,Keyboard,10,992854829,9928548290
2022-06-09,Jordan Smith,Central,Webcam,6,2113968131,12683808786
2022-03-16,Casey Moore,Central,Docking Station,2,2042071660,4084143320
2022-12-11,Morgan Davis,West,Laptop,9,1259073671,11331663039
2023-01-22,Jamie Miller,South,Mouse,10,1189553875,11895538750
2022-05-29,Jordan Garcia,South,Headset,5,1841621352,9208106760
2022-04-04,Jamie Garcia,East,Scanner,14,1706166459,23886330426
2022-11-12,Jordan Smith,West,Laptop,3,1111380055,3334140165
2022-12-29,Alex Miller,South,Docking Station,10,1692678924,16926789240
2022-02-11,Morgan Brown,West,Monitor,14,730401508,10225621112
2022-08-26,Jordan Smith,North,Webcam,7,937722938,6564060566
2022-03-16,Morgan Moore,Central,Scanner,10,917868376,9178683760
2022-07-19,Jamie Johnson,West,Webcam,13,1164119528,15133553864
2022-08-15,Casey Moore,West,Webcam,10,1437278059,14372780590
2023-01-19,Taylor Davis,North,Desk Chair,12,2080196918,24962363016
2022-11-12,Jordan Johnson,South,Docking Station,1,475786054,475786054
2022-06-08,Jordan Wilson,North,Mouse,19,365448977,6943530563
2022-12-28,Riley Garcia,East,Mouse,12,1693110695,20317328340
2022-09-12,Taylor Miller,West,Laptop,16,190732767,3051724272
2023-02-02,Quinn Brown,North,Keyboard,1,264719869,264719869
2022-11-05,Chris Johnson,West,Webcam,16,768559684,12296954944
2022-03-14,Chris Garcia,West,Docking Station,14,1849497314,25892962396
2022-10-07,Taylor Taylor,East,Webcam,17,878468212,14933959604
2022-06-25,Chris Miller,West,Desk Chair,7,1825302127,12777114889
2022-06-03,Alex Garcia,East,Laptop,5,1315958274,6579791370
2022-03-03,Jordan Garcia,South,Docking Station,6,1599304189,9595825134
2022-11-20,Morgan Johnson,West,Scanner,9,143564901,1292084109
2022-07-01,Riley Wilson,West,Printer,15,79151548,1187273220
2022-08-05,Jamie Taylor,South,Keyboard,3,129242348,387727044
2022-09-09,Alex Taylor,North,Headset,1,711021055,711021055
2022-06-05,Taylor Brown,Central,Headset,19,418961603,7960270457
2022-07-22,Casey Taylor,North,Headset,8,1290649932,10325199456
2022-09-28,Riley Garcia,North,Monitor,14,1846213651,25846991114
2022-08-17,Riley Lee,West,Printer,1,1041156717,1041156717
2022-03-26,Skyler Davis,North,Scanner,9,39145947,352313523
2023-01-18,Quinn Garcia,North,Headset,17,690163094,11732772598
2022-07-26,Jordan Miller,North,Docking Station,4,1425361306,5701445224
2022-12-12,Quinn Moore,East,Docking Station,5,1896390129,9481950645
2022-02-27,Jamie Johnson,Central,Desk Chair,1,1373833829,1373833829
2022-07-21,Riley Garcia,Central,Headset,1,946518030,946518030
2023-01-02,Jordan Brown,North,Scanner,7,1339021752,9373152264
2022-12-10,Skyler Smith,West,Printer,16,1620061860,25920989760
2023-01-30,Casey Moore,Central,Desk Chair,1,177768162,177768162
2022-07-16,Jamie Garcia,East,Docking Station,7,599642348,4197496436
2022-12-30,Quinn Lee,Central,Laptop,7,1641739311,11492175177
2022-05-11,Casey Johnson,West,Monitor,19,93527107,1777015033
2022-04-04,Morgan Johnson,South,Headset,13,1448410516,18829336708
2022-10-05,Riley Moore,Central,Mouse,7,1611289028,11279023196
2022-03-29,Casey Davis,North,Laptop,18,1367026801,24606482418
2023-01-21,Quinn Moore,West,Monitor,10,1224901236,12249012360
2022-05-21,Quinn Johnson,Central,Webcam,12,1202280072,14427360864
2022-05-24,Skyler Smith,West,Desk Chair,19,1109921021,21088499399
2022-03-30,Alex Davis,East,Desk Chair,1,1099679458,1099679458
2022-11-13,Quinn Moore,East,Scanner,19,627240239,11917564541
2022-07-03,Riley Taylor,North,Laptop,4,1882934915,7531739660
2022-10-26,Quinn Brown,Central,Desk Chair,1,622095765,622095765
2023-02-03,Jordan Wilson,Central,Printer,6,799843456,4799060736
2023-01-01,Skyler Moore,South,Docking Station,19,1633551187,31037472553
2022-10-09,Quinn Taylor,Central,Headset,4,722220966,2888883864
2022-04-12,Jamie Lee,East,Monitor,8,2000932550,16007460400
2022-09-09,Taylor Brown,East,Scanner,7,1432022648,10024158536
2022-07-16,Jordan Davis,East,Printer,7,1329280593,9304964151
2022-02-15,Chris Brown,West,Desk Chair,15,105798814,1586982210
2022-07-01,Casey Garcia,Central,Mouse,6,1451529335,8709176010
2022-05-14,Taylor Garcia,East,Desk Chair,18,911651708,16409730744
2022-03-23,Taylor Miller,East,Mouse,17,1330989175,22626815975
2023-01-11,Morgan Garcia,East,Monitor,14,890545801,12467641214
2022-07-08,Morgan Smith,Central,Docking Station,17,1980513634,33668731778
2022-02-07,Alex Taylor,North,Laptop,5,242338862,1211694310
2022-10-06,Chris Taylor,South,Desk Chair,18,628530005,11313540090
2022-08-11,Morgan Smith,South,Mouse,7,2135859850,14951018950
2022-06-25,Riley Lee,East,Monitor,8,1277136035,10217088280
2022-12-10,Jordan Brown,North,Docking Station,4,2106880394,8427521576
2022-04-19,Morgan Miller,Central,Mouse,5,1485919639,7429598195
2022-11-13,Jamie Garcia,North,Laptop,6,878494476,5270966856
2022-03-09,Quinn Smith,North,Docking Station,1,305196596,305196596
2022-04-13,Casey Taylor,East,Monitor,13,1356174440,17630267720
2023-01-06,Morgan Taylor,South,Printer,6,1129044243,6774265458
2022-11-07,Taylor Davis,North,Laptop,4,1760895388,7043581552
2022-04-22,Skyler Taylor,East,Monitor,4,43608790,174435160
2022-12-10,Chris Johnson,West,Laptop,5,54784058,273920290
2022-07-13,Skyler Smith,West,Laptop,9,1628975984,14660783856
2022-10-18,Riley Lee,East,Laptop,4,610784607,2443138428
2022-03-22,Casey Smith,Central,Webcam,8,132463964,1059711712
2022-11-29,Jamie Taylor,Central,Scanner,2,1691136586,3382273172
2022-07-20,Morgan Smith,South,Printer,15,1883452671,28251790065
2022-03-07,Alex Moore,West,Webcam,5,1363411980,6817059900
2022-07-20,Alex Smith,West,Headset,16,845795534,13532728544
2023-01-02,Riley Lee,North,Printer,16,1271254652,20340074432
2022-10-01,Skyler Smith,West,Monitor,1,1182792080,1182792080
2022-08-05,Riley Garcia,North,Desk Chair,7,424991268,2974938876
2022-09-09,Quinn Wilson,Central,Mouse,5,631946891,3159734455
2022-03-09,Morgan Miller,South,Keyboard,4,408377962,1633511848
2022-10-11,Chris Taylor,East,Desk Chair,4,1414049179,5656196716
2023-01-29,Casey Wilson,East,Webcam,17,1744146943,29650498031
2022-06-20,Quinn Taylor,East,Headset,4,377657706,1510630824
2023-01-09,Skyler Garcia,North,Laptop,10,549648216,5496482160
2022-03-27,Skyler Davis,West,Mouse,16,1501161252,24018580032
2022-12-07,Casey Taylor,Central,Mouse,4,532833846,2131335384
2022-09-20,Chris Brown,South,Keyboard,5,1697517013,8487585065
2022-07-21,Riley Davis,North,Scanner,4,473718819,1894875276
2022-06-12,Morgan Lee,North,Headset,12,320911029,3850932348
2022-09-16,Morgan Garcia,North,Monitor,17,1659826874,28217056858
2022-02-09,Quinn Wilson,North,Scanner,16,1360177090,21762833440
2022-11-10,Casey Moore,Central,Desk Chair,16,2043326719,32693227504
2023-01-31,Quinn Miller,East,Laptop,12,942421069,11309052828
2023-01-27,Chris Johnson,East,Headset,12,1208434541,14501214492
2022-09-21,Jamie Lee,Central,Printer,17,1094761418,18610944106
2022-12-20,Casey Brown,West,Laptop,2,2056122174,4112244348
2022-12-11,Morgan Miller,North,Headset,16,507899607,8126393712
2022-10-19,Quinn Taylor,North,Headset,18,1720028010,30960504180
2022-08-17,Jordan Miller,East,Docking Station,14,409071165,5726996310
2022-06-13,Jamie Brown,East,Printer,14,1695505076,23737071064
2023-01-24,Taylor Smith,North,Laptop,1,140436028,140436028
2022-10-12,Jordan Garcia,West,Laptop,9,349369090,3144321810
2022-04-02,Alex Garcia,Central,Webcam,16,1270595911,20329534576
2022-09-20,Quinn Davis,South,Desk Chair,8,2070278981,16562231848
2022-12-03,Jamie Johnson,North,Headset,10,1819890748,18198907480
2022-12-06,Morgan Smith,North,Monitor,6,870774359,5224646154
2022-07-26,Jamie Brown,Central,Keyboard,9,1430464815,12874183335
2023-01-13,Riley Wilson,North,Docking Station,11,1966379655,21630176205
2022-04-23,Chris Garcia,South,Monitor,15,1564539103,23468086545
2022-10-08,Taylor Lee,East,Printer,7,1991298528,13939089696
2022-06-12,Chris Smith,East,Headset,17,538504668,9154579356
2022-09-27,Chris Wilson,South,Docking Station,11,560661306,6167274366
2022-03-17,Chris Taylor,Central,Mouse,2,397194841,794389682
2022-08-11,Jamie Moore,North,Mouse,15,571121005,8566815075
