Date,Customer,Region,Product,Quantity,UnitPrice,Total
2020-07-09,Jamie Johnson,East,Scanner,9,2058993458,18530941122
2021-01-23,Quinn Miller,East,Desk Chair,8,1395016321,11160130568
2020-07-09,Morgan Johnson,South,Scanner,9,540598973,4865390757
2020-06-15,Skyler Davis,West,Keyboard,8,1753508699,14028069592
2020-11-28,Riley Taylor,West,Scanner,4,309692168,1238768672
2021-04-06,Riley Garcia,East,Monitor,8,1544372097,12354976776
2020-07-14,Casey Miller,Central,Desk Chair,13,378932357,4926120641
2020-11-02,Skyler Brown,East,Headset,15,914150926,13712263890
2021-02-19,Jamie Lee,North,Headset,13,1249127907,16238662791
2020-08-28,Jamie Johnson,West,Keyboard,1,1318664898,1318664898
2020-11-02,Morgan Garcia,West,Keyboard,13,2051431742,26668612646
2021-01-18,Jordan Wilson,North,Docking Station,9,1201819074,10816371666
2020-12-27,Chris Miller,South,Keyboard,8,1652279668,13218237344
2020-11-07,Chris Taylor,North,Webcam,1,2003446854,2003446854
2021-05-23,Jordan Brown,East,Keyboard,10,901151205,9011512050
2020-09-03,Taylor Lee,North,Laptop,4,1656821579,6627286316
2021-01-31,Morgan Garcia,Central,Printer,14,554038890,7756544460
2020-07-05,Taylor Wilson,West,Docking Station,15,1081524862,16222872930
2020-05-28,Jordan Smith,South,Webcam,9,1173516426,10561647834
2020-12-15,Taylor Brown,West,Scanner,6,211829146,1270974876
2020-12-05,Morgan Lee,South,Desk Chair,16,1358321634,21733146144
2021-02-23,Alex Wilson,South,Laptop,3,1879035328,5637105984
2020-08-28,Morgan Wilson,East,Webcam,7,1036871726,7258102082
2021-03-31,Casey Smith,West,Monitor,1,88819330,88819330
2021-01-18,Chris Brown,East,Scanner,9,1802304006,16220736054
2020-10-17,Jamie Brown,North,Scanner,7,453998383,3177988681
2020-09-18,Casey Taylor,East,Docking Station,8,892290650,7138325200
2020-11-16,Chris Miller,West,Keyboard,2,1544383433,3088766866
2020-09-12,Chris Wilson,East,Headset,5,196868801,984344005
2021-02-04,Alex Brown,West,Keyboard,4,227734635,910938540
2021-05-07,Chris Garcia,East,Laptop,16,1022505855,16360093680
2020-09-23,Taylor Lee,West,Webcam,5,1576367007,7881835035
2020-09-23,Jamie Taylor,South,Scanner,8,1103119698,8824957584
2020-09-08,Morgan Moore,East,Monitor,18,961983885,17315709930
2020-10-12,Jordan Moore,Central,Monitor,17,1933110812,32862883804
2020-08-24,Jordan Davis,North,Printer,2,903699321,1807398642
2021-01-03,Taylor Johnson,West,Headset,18,1867686339,33618354102
2020-08-28,Alex Garcia,East,Webcam,8,1879230917,15033847336
2021-04-26,Alex Brown,South,Monitor,19,1115289864,21190507416
2020-12-30,Chris Smith,East,Monitor,19,188381382,3579246258
2021-01-20,Taylor Davis,West,Mouse,10,1537331039,15373310390
2021-01-15,Taylor Smith,East,Mouse,6,2052670264,12316021584
2020-07-07,Morgan Smith,South,Mouse,11,101493370,1116427070
2020-11-29,Casey Garcia,South,Desk Chair,3,987118578,2961355734
2021-03-29,Skyler Davis,West,Printer,11,726745616,7994201776
2021-01-08,Casey Taylor,West,Mouse,19,1993783286,37881882434
2020-08-24,Jordan Brown,West,Desk Chair,16,12024064,192385024
2020-09-22,Jordan Taylor,North,Desk Chair,12,1842005210,22104062520
2020-10-26,Riley Smith,West,Laptop,1,873476989,873476989
2020-10-16,Skyler Garcia,Central,Mouse,5,1561960317,7809801585
2021-04-06,Riley Johnson,East,Printer,6,1676978696,10061872176
2021-03-18,Casey Johnson,Central,Keyboard,15,65954973,989324595
2020-09-12,Alex Taylor,East,Docking Station,9,701057982,6309521838
2020-07-05,Jamie Moore,West,Docking Station,14,665994992,9323929888
2021-05-13,Morgan Davis,North,Laptop,2,478634887,957269774
2021-01-15,Quinn Johnson,East,Webcam,6,1885190402,11311142412
2020-07-22,Alex Taylor,East,Keyboard,2,1845118383,3690236766
2020-07-07,Jordan Taylor,West,Monitor,8,1755943684,14047549472
2020-08-02,Riley Taylor,East,Laptop,14,1072917359,15020843026
2020-07-31,Chris Lee,South,Desk Chair,3,1400692063,4202076189
2021-02-08,Quinn Johnson,South,Monitor,14,787610301,11026544214
2021-04-07,Quinn Miller,Central,Keyboard,19,1751604138,33280478622
2020-08-22,Chris Davis,North,Printer,10,788491408,7884914080
2021-01-12,Jamie Garcia,South,Webcam,7,1058600796,7410205572
2020-07-10,Morgan Lee,North,Scanner,8,1842766778,14742134224
2020-07-17,Jordan Moore,West,Monitor,4,549174076,2196696304
2020-12-28,Quinn Wilson,North,Mouse,13,1791828880,23293775440
2021-03-06,Jamie Miller,North,Webcam,14,1624853317,22747946438
2021-01-05,Jamie Brown,Central,Mouse,11,54197920,596177120
2020-08-19,Quinn Lee,North,Mouse,9,926650011,8339850099
