Date,Customer,Region,Product,Quantity,UnitPrice,Total
2022-10-23,Riley Davis,East,Desk Chair,18,1914991127,34469840286
2022-12-01,Quinn Garcia,West,Scanner,15,265110120,3976651800
2022-12-19,Riley Moore,West,Scanner,14,1377000295,19278004130
2022-12-16,Alex Davis,West,Mouse,9,1137445492,10237009428
2023-01-19,Alex Smith,East,Printer,9,335045683,3015411147
2023-03-05,Morgan Miller,Central,Monitor,6,2048674710,12292048260
2023-05-08,Skyler Lee,East,Desk Chair,11,50812899,558941889
2023-03-28,Quinn Moore,North,Headset,15,390596473,5858947095
2023-02-10,Taylor Miller,Central,Laptop,12,565046930,6780563160
2023-01-14,Riley Brown,North,Desk Chair,15,1403469892,21052048380
2022-11-06,Casey Moore,North,Keyboard,14,1622423311,22713926354
2023-07-21,Skyler Brown,South,Docking Station,6,1044984096,6269904576
2023-03-08,Jordan Garcia,Central,Keyboard,13,1097982574,14273773462
2022-09-18,Skyler Garcia,South,Monitor,6,1065443247,6392659482
2023-09-12,Casey Wilson,North,Laptop,4,1750762754,7003051016
2023-05-10,Casey Miller,Central,Laptop,19,1042925541,19815585279
2023-06-29,Morgan Smith,Central,Monitor,1,1518884049,1518884049
2023-06-11,Alex Brown,South,Webcam,9,2124526786,19120741074
2022-11-14,Jordan Moore,North,Desk Chair,11,911839241,10030231651
2023-08-02,Jamie Garcia,North,Printer,14,2099785272,29396993808
2023-06-13,Riley Smith,Central,Printer,5,1806950193,9034750965
2022-12-15,Skyler Brown,East,Scanner,10,2145207979,21452079790
2022-12-23,Jordan Moore,West,Laptop,11,1832140459,20153545049
2023-02-18,Taylor Davis,Central,Scanner,18,785410397,14137387146
2023-05-12,Jordan Smith,West,Webcam,6,538550717,3231304302
2022-11-22,Taylor Moore,South,Monitor,15,1038061583,15570923745
2023-06-30,Alex Brown,North,Laptop,1,2369419,2369419
2023-01-09,Casey Smith,Central,Printer,5,625652153,3128260765
2023-07-23,Taylor Brown,South,Printer,15,919522082,13792831230
2023-05-14,Jamie Brown,Central,Webcam,12,842485785,10109829420
2023-06-27,Casey Wilson,Central,Docking Station,18,228299788,4109396184
2023-07-01,Taylor Lee,West,Webcam,14,836599163,11712388282
2022-10-30,Taylor Lee,East,Docking Station,2,1892049690,3784099380
2023-08-07,Jordan Brown,East,Desk Chair,7,2071945039,14503615273
2022-10-18,Taylor Johnson,Central,Headset,14,430131312,6021838368
2022-12-03,Riley Wilson,West,Docking Station,3,617057017,1851171051
2023-08-20,Quinn Moore,Central,Scanner,14,1264190965,17698673510
2023-05-02,Skyler Davis,North,Printer,18,2059945595,37079020710
2023-04-12,Riley Moore,Central,Scanner,5,501208998,2506044990
2022-09-30,Quinn Taylor,Central,Docking Station,6,1032840740,6197044440
2023-09-14,Skyler Moore,West,Desk Chair,7,64795002,453565014
2022-12-06,Jamie Garcia,Central,Desk Chair,6,1395174919,8371049514
2023-05-23,Alex Lee,North,Monitor,19,1246152143,23676890717
2022-12-03,Chris Miller,East,Keyboard,17,341424394,5804214698
2023-02-17,Chris Moore,Central,Mouse,3,593352846,1780058538
2022-11-15,Alex Davis,South,Mouse,17,1872972192,31840527264
2023-07-25,Chris Wilson,Central,Keyboard,14,1991471189,27880596646
2022-12-30,Casey Brown,Central,Monitor,1,614681233,614681233
2023-04-05,Skyler Garcia,South,Docking Station,14,955478851,13376703914
2023-04-03,Jamie Davis,West,Printer,14,669110197,9367542758
2022-10-11,Jamie Brown,South,Headset,16,90245919,1443934704
2023-03-06,Alex Brown,Central,Mouse,1,1945828249,1945828249
2023-06-21,Morgan Garcia,Central,Docking Station,7,2014488847,14101421929
2022-11-04,Quinn Miller,East,Webcam,18,1122098044,20197764792
2023-01-21,Riley Lee,South,Desk Chair,1,1936979515,1936979515
2023-05-03,Alex Johnson,West,Desk Chair,9,614187920,5527691280
2022-09-23,Skyler Moore,East,Desk Chair,17,532975239,9060579063
2023-07-29,Alex Smith,North,Desk Chair,19,2117814756,40238480364
2023-01-28,Jordan Garcia,North,Desk Chair,9,1028466584,9256199256
2022-12-11,Chris Davis,Central,Keyboard,3,979837486,2939512458
2023-01-11,Skyler Lee,South,Printer,17,264032121,4488546057
2023-01-30,Skyler Taylor,West,Desk Chair,8,1868677735,14949421880
2023-01-16,Morgan Brown,West,Monitor,3,1919579636,5758738908
2023-01-17,Riley Miller,East,Printer,11,1382711840,15209830240
2023-07-04,Jordan Johnson,South,Keyboard,12,1134272267,13611267204
2023-08-28,Chris Wilson,South,Monitor,4,1669248151,6676992604
2022-11-02,Jordan Garcia,North,Keyboard,3,1474809129,4424427387
2023-01-30,Skyler Moore,South,Desk Chair,10,1326440588,13264405880
2022-11-27,Quinn Lee,South,Headset,12,774855202,9298262424
2023-07-28,Chris Smith,East,Keyboard,9,1139077536,10251697824
2023-08-25,Chris Moore,East,Keyboard,10,66653997,666539970
2022-11-02,Casey Lee,North,Mouse,3,392376447,1177129341
2023-01-14,Quinn Garcia,East,Keyboard,8,980651893,7845215144
2023-04-09,Riley Miller,Central,Desk Chair,14,626687311,8773622354
2023-01-15,Riley Miller,West,Mouse,13,1542682936,20054878168
2023-07-26,Riley Garcia,East,Desk Chair,4,95260130,381040520
2023-07-06,Alex Johnson,West,Mouse,17,2045591732,34775059444
2023-04-05,Taylor Moore,North,Printer,3,698069480,2094208440
2023-02-10,Jamie Lee,North,Scanner,8,1792336862,14338694896
2023-03-30,Taylor Davis,West,Keyboard,4,705584163,2822336652
2023-02-16,Quinn Taylor,East,Monitor,3,692711393,2078134179
2023-08-14,Casey Taylor,South,Headset,9,72947458,656527122
2023-02-01,Jordan Miller,West,Mouse,19,2086526452,39644002588
2023-07-31,Casey Lee,North,Docking Station,10,664450444,6644504440
2022-09-30,Taylor Garcia,Central,Scanner,5,33071236,165356180
2022-11-25,Taylor Moore,West,Desk Chair,6,817948606,4907691636
2022-11-21,Jamie Johnson,East,Keyboard,19,1997404159,37950679021
2022-12-21,Jordan Lee,East,Mouse,11,1425309059,15678399649
2023-06-17,Alex Smith,Central,Keyboard,9,738245158,6644206422
2023-06-11,Riley Garcia,West,Docking Station,6,1317161745,7902970470
2022-11-08,Chris Moore,Central,Mouse,8,1932703313,15461626504
2023-07-04,Jamie Taylor,West,Docking Station,2,2047447679,4094895358
2023-07-03,Jordan Taylor,West,Keyboard,18,495243952,8914391136
2023-03-09,Taylor Lee,Central,Scanner,11,501904655,5520951205
2023-09-04,Jamie Miller,Central,Laptop,9,1729359248,15564233232
2023-03-03,Casey Brown,Central,Printer,10,817030435,8170304350
2023-07-12,Chris Wilson,West,Webcam,15,327248377,4908725655
2023-09-02,Chris Lee,West,Printer,12,1840202189,22082426268
2023-09-10,Riley Smith,West,Keyboard,3,1538206504,4614619512
2023-05-21,Riley Wilson,West,Webcam,1,1866690059,1866690059
2023-03-04,Quinn Garcia,East,Docking Station,19,2108460491,40060749329
2023-01-30,Jamie Garcia,North,Webcam,6,47698002,286188012
2023-02-16,Riley Taylor,South,Mouse,18,1635897566,29446156188
2022-09-23,Alex Smith,West,Monitor,4,21358924,85435696
2023-07-13,Chris Brown,South,Monitor,1,643405721,643405721
2022-11-17,Alex Davis,South,Keyboard,18,37598919,676780542
2022-12-12,Riley Moore,Central,Docking Station,13,1598127976,20775663688
2023-06-13,Alex Wilson,Central,Laptop,6,426249457,2557496742
2022-11-12,Casey Lee,South,Laptop,15,1905577693,28583665395
2022-10-25,Jordan Garcia,West,Webcam,8,462473327,3699786616
2023-03-07,Taylor Davis,South,Mouse,13,730837076,9500881988
2023-09-05,Taylor Taylor,East,Scanner,7,1969642826,13787499782
2022-12-02,Quinn Garcia,South,Docking Station,12,554299696,6651596352
2023-07-20,Jamie Moore,West,Monitor,14,1780740775,24930370850
2023-08-20,Casey Garcia,South,Webcam,10,1766708065,17667080650
2023-01-05,Jamie Miller,East,Keyboard,11,1066814377,11734958147
2023-08-18,Taylor Miller,Central,Docking Station,9,1942488255,17482394295
2023-09-12,Riley Moore,East,Laptop,2,234684435,469368870
2023-06-20,Taylor Miller,North,Laptop,14,1029899387,14418591418
2023-03-24,Jamie Miller,South,Printer,9,638332312,5744990808
2022-09-20,Quinn Lee,West,Monitor,9,497523397,4477710573
2022-11-20,Alex Brown,North,Docking Station,1,1048205735,1048205735
2022-10-31,Jamie Smith,North,Keyboard,19,1058880706,20118733414
2023-01-07,Casey Johnson,North,Desk Chair,17,1102801055,18747617935
2023-03-25,Jordan Smith,Central,Webcam,9,257198036,2314782324
2023-01-28,Alex Brown,West,Scanner,19,263665171,5009638249
2023-03-16,Skyler Lee,North,Scanner,18,866588966,15598601388
2022-10-14,Alex Davis,North,Mouse,9,1869538297,16825844673
2022-11-22,Chris Miller,Central,Webcam,5,1084808161,5424040805
2023-03-05,Riley Davis,Central,Mouse,14,1728493590,24198910260
2022-12-21,Chris Brown,North,Docking Station,3,870088654,2610265962
2023-06-18,Jordan Miller,Central,Webcam,8,678503557,5428028456
2023-02-28,Quinn Taylor,Central,Desk Chair,8,1948460061,15587680488
2023-03-28,Jamie Taylor,North,Webcam,17,1699437783,28890442311
2023-08-21,Skyler Brown,Central,Headset,9,1770221782,15931996038
2022-10-28,Taylor Moore,West,Mouse,7,1340315596,9382209172
2023-08-19,Alex Wilson,Central,Keyboard,7,1604312590,11230188130
2023-07-17,Casey Smith,East,Laptop,17,766953871,13038215807
2022-11-15,Skyler Brown,North,Scanner,12,1233964126,14807569512
2023-02-09,Quinn Wilson,East,Mouse,7,745648467,5219539269
2022-11-16,Chris Garcia,Central,Docking Station,18,1030941080,18556939440
2023-06-17,Taylor Lee,Central,Desk Chair,6,1213484477,7280906862
2023-08-29,Casey Garcia,East,Laptop,14,1079408766,15111722724
2023-04-14,Jamie Miller,South,Printer,4,507672540,2030690160
2023-01-31,Casey Moore,East,Laptop,6,1346701639,8080209834
2023-07-29,Chris Taylor,North,Scanner,14,441148264,6176075696
2023-01-12,Jamie Johnson,North,Printer,10,1489266518,14892665180
2023-09-06,Alex Brown,Central,Scanner,9,1895818621,17062367589
2023-07-12,Taylor Moore,North,Headset,13,42873942,557361246
2023-05-04,Casey Moore,South,Keyboard,5,1776368691,8881843455
2023-05-22,Casey Brown,East,Keyboard,18,95631431,1721365758
2023-08-09,Skyler Wilson,West,Keyboard,15,1905155788,28577336820
2023-02-13,Quinn Miller,Central,Webcam,4,1452287032,5809148128
2022-10-01,Taylor Taylor,North,Monitor,1,650835837,650835837
2023-08-28,Riley Johnson,South,Docking Station,18,2024697218,36444549924
2023-06-24,Casey Lee,North,Webcam,17,842470749,14322002733
2023-05-28,Morgan Wilson,North,Laptop,16,1794663583,28714617328
2022-10-13,Chris Wilson,West,Desk Chair,10,1999300019,19993000190
2023-08-26,Jordan Lee,South,Keyboard,8,2088443240,16707545920
2023-09-16,Taylor Moore,South,Printer,14,505153884,7072154376
2023-06-26,Skyler Garcia,North,Keyboard,4,1173561872,4694247488
2023-01-09,Jordan Davis,East,Keyboard,11,1273874234,14012616574
2023-03-22,Chris Wilson,North,Mouse,16,1700326206,27205219296
2023-02-13,Alex Brown,Central,Desk Chair,12,114382993,1372595916
2023-04-30,Skyler Davis,West,Desk Chair,9,311035907,2799323163
2022-11-23,Casey Wilson,East,Headset,11,1008049922,11088549142
2022-11-11,Chris Brown,East,Docking Station,4,1143872874,4575491496
2022-12-11,Quinn Brown,West,Mouse,16,1593928716,25502859456
2023-04-16,Taylor Moore,East,Mouse,5,1243141242,6215706210
2022-12-14,Taylor Garcia,North,Laptop,19,803931452,15274697588
2023-03-17,Jamie Brown,Central,Headset,1,406160385,406160385
2023-03-21,Chris Johnson,Central,Desk Chair,8,2031793171,16254345368
2023-04-18,Alex Davis,South,Monitor,11,770633702,8476970722
2023-08-04,Chris Davis,North,Mouse,14,1458936219,20425107066
2023-05-26,Casey Davis,Central,Keyboard,15,1209427333,18141409995
2023-04-20,Chris Miller,Central,Monitor,9,1103051379,9927462411
2022-12-12,Quinn Garcia,South,Docking Station,13,1363414056,17724382728
2023-02-20,Riley Davis,West,Printer,5,969367526,4846837630
2023-08-16,Morgan Miller,Central,Desk Chair,9,1691478833,15223309497
2023-09-17,Quinn Smith,South,Scanner,3,1135817665,3407452995
2022-12-11,Casey Taylor,South,Mouse,2,1392963381,2785926762
2023-03-17,Alex Smith,North,Docking Station,8,444406936,3555255488
2023-04-13,Quinn Garcia,South,Keyboard,18,406965501,7325379018
2022-11-04,Jamie Garcia,North,Docking Station,19,1551149698,29471844262
2023-06-09,Taylor Johnson,West,Desk Chair,11,1769440381,19463844191
2022-09-26,Taylor Taylor,North,Docking Station,17,1453579060,24710844020
2022-10-17,Jordan Lee,South,Headset,7,834659089,5842613623
2023-03-20,Taylor Davis,West,Docking Station,12,1937950250,23255403000
2023-02-21,Morgan Lee,Central,Scanner,5,2003625478,10018127390
2023-05-03,Jordan Smith,East,Webcam,11,121002106,1331023166
2023-01-31,Taylor Taylor,Central,Monitor,9,1219742373,10977681357
2023-01-08,Morgan Johnson,West,Scanner,10,2117170898,21171708980
2023-03-10,Morgan Lee,Central,Mouse,3,622154036,1866462108
2023-09-03,Chris Lee,West,Headset,17,1920598221,32650169757
2023-03-10,Skyler Moore,Central,Printer,15,846040553,12690608295
2023-03-08,Morgan Brown,East,Webcam,2,815496095,1630992190
2022-10-15,Jordan Davis,North,Laptop,4,660155160,2640620640
2022-10-16,Riley Lee,East,Desk Chair,5,666808641,3334043205
2023-02-26,Alex Wilson,Central,Webcam,1,2078078522,2078078522
2023-07-26,Taylor Wilson,Central,Laptop,17,413466865,7028936705
