Date,Customer,Region,Product,Quantity,UnitPrice,Total
2021-03-15,Jordan Moore,North,Webcam,17,2122988968,36090812456
2020-10-30,Quinn Taylor,North,Headset,19,679246004,12905674076
2021-01-24,Chris Smith,South,Monitor,1,1631740108,1631740108
2021-10-23,Alex Wilson,South,Desk Chair,9,1843330914,16589978226
2021-07-10,Jamie Moore,South,Printer,16,1695863349,27133813584
2020-12-26,Morgan Lee,Central,Monitor,7,660456166,4623193162
2021-09-09,Casey Moore,Central,Laptop,13,694916597,9033915761
2020-12-11,Morgan Taylor,West,Laptop,2,1891083503,3782167006
2021-07-11,Morgan Wilson,Central,Printer,13,829777699,10787110087
2021-06-13,Jordan Davis,South,Laptop,19,319208351,6064958669
2021-09-02,Jamie Taylor,South,Scanner,17,2012446274,34211586658
2021-02-19,Jordan Lee,Central,Printer,10,1808658242,18086582420
2021-02-17,Casey Taylor,West,Laptop,14,389443905,5452214670
2021-06-12,Riley Miller,Central,Webcam,11,1143642798,12580070778
2021-06-30,Casey Wilson,West,Laptop,10,273571535,2735715350
2021-07-17,Morgan Brown,West,Monitor,4,420147321,1680589284
2021-03-22,Skyler Johnson,West,Printer,10,507535203,5075352030
2021-06-04,Riley Smith,South,Mouse,11,1796603168,19762634848
2020-11-23,Jamie Davis,West,Laptop,11,2085726237,22942988607
2021-09-27,Skyler Johnson,West,Docking Station,2,1917629368,3835258736
2021-10-11,Riley Miller,East,Laptop,5,2042157930,10210789650
2021-05-23,Jordan Garcia,South,Laptop,8,1197827254,9582618032
2021-07-16,Skyler Brown,West,Scanner,19,574400295,10913605605
2021-03-13,Taylor Smith,South,Laptop,18,1343390195,24181023510
2021-07-16,Taylor Johnson,South,Headset,10,1336894869,13368948690
2021-02-21,Skyler Johnson,Central,Keyboard,6,898994305,5393965830
2021-01-14,Morgan Moore,Central,Desk Chair,17,828875567,14090884639
2021-01-18,Skyler Garcia,Central,Webcam,15,280923440,4213851600
2021-06-03,Casey Davis,South,Mouse,15,1277606123,19164091845
2021-09-12,Taylor Smith,North,Desk Chair,10,90064508,900645080
2021-01-10,Morgan Brown,Central,Mouse,15,299158578,4487378670
2021-02-03,Skyler Lee,West,Keyboard,1,1523892145,1523892145
2021-03-17,Chris Wilson,Central,Monitor,18,1771687242,31890370356
2021-02-10,Morgan Smith,East,Docking Station,13,1240223042,16122899546
2021-08-27,Jordan Wilson,North,Webcam,7,1363941373,9547589611
2021-05-04,Morgan Miller,South,Desk Chair,14,47941544,671181616
2021-01-24,Jamie Davis,West,Keyboard,4,1861280268,7445121072
2021-02-16,Casey Taylor,North,Monitor,1,438085022,438085022
2021-10-05,Jordan Miller,Central,Mouse,10,398528322,3985283220
2021-04-09,Jamie Wilson,South,Webcam,19,215830478,4100779082
2021-07-22,Morgan Wilson,North,Monitor,12,1072974297,12875691564
2020-12-25,Skyler Wilson,West,Headset,6,1403524365,8421146190
2021-05-26,Skyler Taylor,North,Monitor,7,1999926411,13999484877
2021-04-22,Skyler Lee,West,Scanner,8,715743949,5725951592
2020-11-16,Chris Lee,East,Keyboard,9,97443515,876991635
2021-01-30,Jordan Miller,North,Headset,8,1190468352,9523746816
2021-04-20,Morgan Moore,North,Mouse,9,1917252159,17255269431
2021-07-18,Morgan Garcia,South,Scanner,13,605465823,7871055699
2021-10-19,Taylor Garcia,Central,Headset,9,2126166516,19135498644
2021-05-13,Casey Brown,South,Docking Station,1,657606361,657606361
2021-01-10,Jamie Lee,West,Scanner,12,608192049,7298304588
2021-08-08,Riley Lee,Central,Headset,8,1552215280,12417722240
2021-06-12,Casey Davis,Central,Desk Chair,7,1219885179,8539196253
2021-02-03,Quinn Lee,South,Headset,12,1278875297,15346503564
2021-02-26,Casey Miller,East,Printer,17,278086345,4727467865
2021-07-27,Jamie Johnson,Central,Monitor,3,1030716784,3092150352
2021-09-23,Taylor Smith,Central,Desk Chair,8,1607797687,12862381496
2021-07-12,Quinn Miller,Central,Laptop,11,674289336,7417182696
2021-02-21,Casey Johnson,Central,Printer,18,423778786,7628018148
2020-12-04,Morgan Brown,Central,Keyboard,15,2126162070,31892431050
2020-11-22,Skyler Moore,North,Headset,17,721186306,12260167202
2021-04-05,Quinn Wilson,East,Desk Chair,13,784953601,10204396813
2021-09-09,Alex Johnson,South,Scanner,6,1584708846,9508253076
2021-06-05,Jordan Taylor,South,Laptop,15,1731360323,25970404845
2021-05-23,Chris Garcia,Central,Mouse,3,420396523,1261189569
2021-01-01,Chris Johnson,Central,Mouse,5,18523045,92615225
2021-05-06,Chris Lee,North,Scanner,12,2085855598,25030267176
2021-04-14,Taylor Lee,East,Docking Station,12,1498163168,17977958016
2021-04-08,Riley Garcia,West,Desk Chair,6,1190694646,7144167876
2020-12-01,Jordan Garcia,East,Docking Station,7,76328855,534301985
2021-10-24,Chris Smith,South,Desk Chair,8,1284643925,10277151400
2021-07-22,Alex Garcia,South,Webcam,11,767777490,8445552390
2020-11-21,Taylor Moore,Central,Headset,8,380156134,3041249072
2020-12-30,Jamie Miller,West,Webcam,1,609623938,609623938
2021-07-13,Casey Wilson,Central,Laptop,1,1824825704,1824825704
2021-10-08,Alex Johnson,Central,Docking Station,18,713517412,12843313416
2021-02-10,Alex Brown,Central,Laptop,13,1043461962,13565005506
2021-10-13,Alex Brown,West,Desk Chair,8,2054076721,16432613768
2021-04-12,Quinn Taylor,South,Printer,18,999451721,17990130978
2021-01-01,Riley Miller,Central,Headset,4,1927574767,7710299068
2021-10-21,Morgan Wilson,West,Laptop,3,350123021,1050369063
2021-04-08,Taylor Brown,West,Docking Station,11,1350141003,14851551033
2021-01-28,Casey Wilson,North,Keyboard,19,768294225,14597590275
2020-12-25,Jordan Taylor,West,Keyboard,15,532944350,7994165250
2021-09-24,Chris Wilson,South,Printer,18,1595444920,28718008560
2020-11-15,Riley Moore,East,Printer,8,1492143137,11937145096
2021-05-08,Quinn Taylor,South,Docking Station,9,618424472,5565820248
2021-04-21,Chris Garcia,Central,Desk Chair,5,1291409299,6457046495
2020-12-25,Casey Miller,North,Scanner,14,1177981679,16491743506
2021-08-21,Jordan Lee,Central,Desk Chair,17,1692340923,28769795691
2021-08-08,Skyler Brown,North,Headset,9,1556598716,14009388444
2021-06-19,Jamie Davis,North,Mouse,12,547694719,6572336628
2020-12-17,Taylor Wilson,South,Mouse,9,1460518810,13144669290
2021-01-07,Chris Taylor,South,Docking Station,11,393202084,4325222924
2021-10-04,Riley Lee,North,Scanner,13,1096879968,14259439584
2021-03-24,Casey Taylor,West,Headset,11,2058916663,22648083293
2021-06-17,Quinn Smith,South,Docking Station,7,1231188039,8618316273
2021-10-17,Jordan Brown,Central,Printer,3,1715538317,5146614951
2021-01-12,Chris Smith,South,Headset,15,1534051230,23010768450
2020-12-02,Chris Johnson,East,Printer,9,1767363133,15906268197
2020-12-22,Quinn Garcia,South,Monitor,19,1796248742,34128726098
2021-08-28,Chris Moore,North,Monitor,5,744940779,3724703895
2021-05-13,Alex Lee,South,Desk Chair,12,1690159714,20281916568
2021-08-23,Quinn Wilson,Central,Keyboard,10,1196796506,11967965060
2021-10-15,Jamie Davis,Central,Desk Chair,2,238041244,476082488
2020-12-24,Jordan Smith,Central,Printer,13,279562806,3634316478
2021-04-15,Alex Davis,West,Docking Station,8,296914083,2375312664
2021-02-28,Jordan Brown,East,Docking Station,14,1428313566,19996389924
2021-02-10,Quinn Johnson,West,Mouse,2,1089154343,2178308686
2020-11-24,Chris Taylor,West,Scanner,14,1373946096,19235245344
2021-07-27,Skyler Smith,North,Laptop,2,2131597888,4263195776
2020-12-04,Morgan Smith,East,Printer,1,1592584130,1592584130
2021-04-29,Casey Lee,South,Desk Chair,9,1526333693,13737003237
2021-08-18,Jamie Moore,North,Monitor,16,576455406,9223286496
2021-06-15,Taylor Johnson,South,Mouse,8,38172669,305381352
2021-09-16,Jordan Smith,North,Headset,8,2038087477,16304699816
2020-11-09,Morgan Lee,Central,Keyboard,18,55364097,996553746
2020-12-02,Skyler Davis,North,Webcam,19,1956090307,37165715833
2020-10-28,Riley Moore,West,Docking Station,12,1154958084,13859497008
2021-06-18,Casey Wilson,West,Desk Chair,11,363029646,3993326106
2021-01-13,Alex Moore,North,Printer,15,1505943521,22589152815
2021-05-21,Quinn Johnson,South,Laptop,3,1338260101,4014780303
