Date,Customer,Region,Product,Quantity,UnitPrice,Total
2022-01-03,Chris Brown,East,Mouse,5,1831415222,9157076110
2021-08-28,Alex Wilson,South,Mouse,9,1757073446,15813661014
2021-08-27,Alex Wilson,South,Scanner,5,1995159173,9975795865
2021-11-16,Alex Brown,West,Desk Chair,1,296909073,296909073
2021-12-10,Quinn Davis,North,Keyboard,3,2143734087,6431202261
2021-08-08,Riley Brown,South,Headset,16,57696116,923137856
2022-04-08,Taylor Garcia,West,Mouse,10,766884652,7668846520
2022-02-07,Skyler Wilson,East,Monitor,10,955708296,9557082960
2022-05-04,Quinn Wilson,Central,Docking Station,15,390112978,5851694670
2021-09-09,Skyler Garcia,South,Scanner,10,297403908,2974039080
2021-11-21,Jamie Johnson,North,Docking Station,6,1100428021,6602568126
2022-01-28,Chris Brown,West,Scanner,8,262851534,2102812272
2022-05-02,Quinn Moore,South,Docking Station,16,1451210104,23219361664
2022-01-13,Casey Lee,South,Headset,7,1277019462,8939136234
2022-03-17,Skyler Johnson,South,Desk Chair,9,1629019047,14661171423
2022-01-20,Quinn Taylor,North,Laptop,13,1000222674,13002894762
2022-01-06,Taylor Wilson,Central,Headset,11,333646296,3670109256
2021-12-17,Casey Taylor,East,Scanner,12,1443816496,17325797952
2021-09-10,Morgan Brown,South,Desk Chair,18,1999327157,35987888826
2021-06-20,Skyler Moore,West,Monitor,13,1624615088,21119996144
2021-10-04,Quinn Moore,South,Docking Station,12,1952344897,23428138764
2022-04-06,Casey Johnson,Central,Webcam,15,1270422990,19056344850
2021-07-28,Jordan Lee,West,Mouse,8,1318698325,10549586600
2021-06-14,Alex Wilson,West,Headset,2,261594620,523189240
2022-03-24,Quinn Brown,West,Headset,15,5964681,89470215
2021-07-31,Taylor Miller,South,Printer,5,757150616,3785753080
2021-11-11,Jamie Moore,South,Webcam,4,1325573180,5302292720
2021-08-29,Morgan Garcia,South,Docking Station,7,2060983377,14426883639
2022-02-11,Morgan Davis,Central,Mouse,13,1685536578,21911975514
2021-12-02,Quinn Taylor,East,Printer,9,1473343902,13260095118
2021-10-16,Skyler Moore,East,Mouse,6,1835336088,11012016528
2021-07-13,Jamie Brown,South,Monitor,12,680622466,8167469592
2021-12-09,Riley Moore,South,Docking Station,7,429849834,3008948838
2022-02-23,Casey Brown,South,Docking Station,11,1870695729,20577653019
2021-10-06,Jamie Garcia,West,Printer,14,2104026351,29456368914
2021-05-22,Jordan Lee,North,Docking Station,7,1531160379,10718122653
2021-08-10,Riley Davis,South,Monitor,14,1416709147,19833928058
2021-08-05,Taylor Garcia,Central,Laptop,3,1067264747,3201794241
2021-12-06,Quinn Wilson,Central,Headset,19,224811513,4271418747
2021-10-22,Quinn Smith,North,Desk Chair,6,1601125459,9606752754
2022-03-09,Casey Miller,South,Headset,9,1483707973,13353371757
2021-09-02,Riley Lee,Central,Printer,12,2066044551,24792534612
2021-06-16,Casey Brown,South,Keyboard,1,258616925,258616925
2021-05-25,Jordan Miller,East,Headset,13,778464037,10120032481
2022-02-04,Alex Johnson,North,Keyboard,11,27899916,306899076
2021-06-06,Riley Johnson,North,Docking Station,5,2109711068,10548555340
2022-04-03,Jordan Miller,South,Webcam,5,286373892,1431869460
2022-05-16,Morgan Moore,East,Keyboard,18,794659515,14303871270
2022-01-13,Chris Taylor,West,Webcam,6,1457677576,8746065456
2021-10-31,Taylor Lee,North,Webcam,17,13070205,222193485
2021-12-16,Casey Davis,East,Docking Station,13,354175621,4604283073
2022-04-25,Casey Moore,West,Docking Station,3,255029147,765087441
2021-12-16,Skyler Smith,North,Mouse,19,1801863280,34235402320
2021-11-01,Jordan Smith,Central,Docking Station,7,129254140,904778980
2021-09-13,Skyler Taylor,East,Docking Station,7,1938960095,13572720665
2022-04-06,Morgan Garcia,North,Laptop,18,985972210,17747499780
2021-10-18,Morgan Moore,Central,Webcam,8,644066171,5152529368
2021-08-25,Morgan Wilson,South,Scanner,11,1468086521,16148951731
2022-03-25,Casey Garcia,North,Webcam,2,2058229755,4116459510
2022-04-20,Alex Johnson,South,Printer,19,1687297425,32058651075
2021-11-06,Jamie Lee,West,Monitor,6,1457236357,8743418142
2022-01-21,Jamie Brown,East,Headset,11,1378502011,15163522121
2021-09-07,Chris Miller,East,Desk Chair,18,671729548,12091131864
2021-09-12,Jordan Miller,Central,Scanner,7,1677460184,11742221288
2021-09-09,Casey Moore,East,Keyboard,4,1772692154,7090768616
2022-01-21,Alex Miller,Central,Desk Chair,12,1483316284,17799795408
2021-11-30,Taylor Taylor,Central,Headset,1,508291102,508291102
2021-08-13,Jordan Moore,East,Docking Station,15,705306623,10579599345
2022-03-10,Alex Taylor,North,Headset,6,735638317,4413829902
2022-05-11,Morgan Garcia,Central,Keyboard,16,27345144,437522304
2022-02-02,Casey Taylor,Central,Monitor,15,872439894,13086598410
2022-05-01,Morgan Moore,North,Desk Chair,1,1263748982,1263748982
2021-06-15,Casey Wilson,East,Scanner,17,454056813,7718965821
2021-07-26,Quinn Wilson,East,Keyboard,7,910551206,6373858442
2021-09-20,Jordan Davis,East,Headset,11,1379620252,15175822772
2021-09-03,Quinn Brown,West,Laptop,3,531300075,1593900225
2021-09-01,Morgan Johnson,South,Monitor,8,808670779,6469366232
2022-04-19,Jamie Moore,South,Desk Chair,7,909933966,6369537762
2021-08-01,Jamie Miller,East,Docking Station,9,2122117086,19099053774
2021-07-02,Riley Lee,East,Headset,16,2038412983,32614607728
2022-04-20,Chris Brown,Central,Scanner,6,299425623,1796553738
2021-09-12,Casey Brown,West,Keyboard,10,1356746309,13567463090
2022-01-16,Morgan Miller,West,Monitor,14,1719699577,24075794078
2021-11-18,Riley Moore,North,Keyboard,9,1671179219,15040612971
2021-11-16,Alex Taylor,South,Headset,5,1756348549,8781742745
2021-09-30,Alex Davis,North,Webcam,12,64190500,770286000
2021-10-22,Jordan Moore,West,Headset,6,1393035833,8358214998
2021-08-31,Casey Johnson,West,Keyboard,6,811038926,4866233556
2021-09-22,Skyler Taylor,East,Webcam,5,455500839,2277504195
2021-11-04,Jamie Davis,East,Headset,5,793744439,3968722195
2021-08-28,Casey Lee,Central,Desk Chair,18,754514859,13581267462
