Date,Customer,Region,Product,Quantity,UnitPrice,Total
2022-08-12,Quinn Moore,Central,Docking Station,1,332893213,332893213
2023-05-13,Skyler Davis,West,Keyboard,9,2144682054,19302138486
2023-02-27,Chris Garcia,West,Printer,3,882554642,2647663926
2022-10-20,Jordan Johnson,East,Webcam,18,445702891,8022652038
2022-09-05,Casey Wilson,West,Keyboard,1,2045328163,2045328163
2022-08-27,Quinn Johnson,East,Mouse,19,1928649738,36644345022
2022-10-29,Jordan Garcia,Central,Docking Station,15,1286935583,19304033745
2023-05-05,Quinn Garcia,South,Docking Station,13,1728731495,22473509435
2023-01-19,Taylor Johnson,North,Mouse,8,1390533596,11124268768
2023-03-20,Taylor Garcia,South,Webcam,18,1469556550,26452017900
2022-08-17,Chris Moore,North,Desk Chair,6,849680079,5098080474
2023-03-17,Taylor Smith,West,Monitor,15,543446584,8151698760
2022-10-30,Taylor Lee,South,Printer,10,169158123,1691581230
2023-06-20,Quinn Brown,South,Webcam,18,1627643350,29297580300
2023-03-18,Morgan Brown,North,Scanner,2,775320388,1550640776
2023-02-12,Morgan Miller,Central,Webcam,16,8946195,143139120
2022-11-01,Jamie Davis,East,Docking Station,2,1211043836,2422087672
2023-06-24,Jamie Brown,East,Keyboard,17,857420740,14576152580
2023-01-29,Chris Taylor,West,Desk Chair,19,1346975602,25592536438
2023-03-28,Chris Garcia,Central,Docking Station,4,1716606404,6866425616
2023-07-20,Casey Lee,East,Desk Chair,5,2142430966,10712154830
2023-01-31,Jamie Garcia,East,Webcam,16,1895256421,30324102736
2022-09-20,Taylor Moore,East,Mouse,15,920482971,13807244565
2023-01-09,Jordan Johnson,South,Docking Station,19,1972853880,37484223720
2022-10-29,Taylor Davis,South,Headset,3,1907122885,5721368655
2023-01-14,Taylor Smith,South,Docking Station,5,2113742129,10568710645
2022-08-03,Morgan Miller,East,Headset,8,566926902,4535415216
2023-01-07,Skyler Garcia,East,Docking Station,6,1889746063,11338476378
2022-12-31,Riley Miller,Central,Webcam,13,581821186,7563675418
2022-09-06,Riley Smith,South,Docking Station,9,843755839,7593802551
2022-09-27,Quinn Miller,Central,Keyboard,5,1191546168,5957730840
2023-01-26,Alex Garcia,East,Desk Chair,6,1311405548,7868433288
2022-08-25,Chris Moore,East,Desk Chair,16,1674328120,26789249920
2022-10-25,Taylor Miller,West,Scanner,4,925124114,3700496456
2023-02-14,Taylor Moore,West,Monitor,12,1582777079,18993324948
2023-04-02,Morgan Garcia,East,Laptop,5,330666121,1653330605
2022-11-12,Skyler Lee,East,Laptop,8,1416360639,11330885112
