Date,Customer,Region,Product,Quantity,UnitPrice,Total
2023-06-09,Quinn Brown,North,Docking Station,3,1801963869,5405891607
2022-08-22,Chris Davis,South,Laptop,7,1710973698,11976815886
2023-04-26,Alex Davis,North,Monitor,3,1042055372,3126166116
2023-05-24,Riley Garcia,North,Mouse,10,1220379478,12203794780
2022-10-09,Jamie Johnson,East,Webcam,12,1306711284,15680535408
2022-07-25,Riley Davis,South,Mouse,13,1418631101,18442204313
2023-02-03,Jamie Garcia,Central,Desk Chair,15,1848035896,27720538440
2023-03-15,Chris Garcia,North,Monitor,18,1723426664,31021679952
2023-07-03,Alex Taylor,East,Webcam,18,682848771,12291277878
2023-04-27,Chris Wilson,North,Keyboard,5,908860766,4544303830
2023-02-07,Jamie Lee,South,Headset,16,189499644,3031994304
2023-05-20,Taylor Miller,East,Monitor,16,55285069,884561104
2023-05-19,Chris Miller,North,Headset,19,1456117966,27666241354
2023-02-06,Casey Wilson,Central,Webcam,12,1412368765,16948425180
2023-02-06,Jordan Miller,South,Docking Station,5,1759335215,8796676075
2023-03-14,Jamie Johnson,Central,Keyboard,15,2036876778,30553151670
2022-11-13,Casey Smith,Central,Webcam,10,975052633,9750526330
2023-06-19,Chris Wilson,North,Mouse,6,941705934,5650235604
2023-06-30,Taylor Miller,East,Monitor,6,374784260,2248705560
2023-01-16,Quinn Lee,North,Keyboard,11,171222709,1883449799
2022-12-08,Jamie Smith,South,Mouse,15,630963772,9464456580
2022-12-10,Quinn Garcia,Central,Laptop,15,740952627,11114289405
2022-11-26,Casey Wilson,North,Keyboard,1,2086796203,2086796203
2022-10-26,Chris Brown,South,Webcam,6,1678195872,10069175232
2023-01-16,Casey Garcia,East,Headset,14,1516996540,21237951560
2023-04-28,Taylor Wilson,West,Desk Chair,5,1806186298,9030931490
2022-08-16,Chris Moore,South,Docking Station,6,451436391,2708618346
2023-03-06,Casey Smith,North,Headset,13,1722892817,22397606621
2023-04-21,Jamie Lee,North,Desk Chair,4,1523816059,6095264236
2023-01-01,Jordan Smith,South,Monitor,9,1273614648,11462531832
2022-12-14,Skyler Miller,West,Headset,2,493889494,987778988
2022-11-22,Riley Davis,North,Scanner,16,1765062197,28240995152
2023-04-18,Taylor Moore,North,Monitor,11,1433339390,15766733290
2022-09-07,Quinn Garcia,North,Keyboard,10,2040691470,20406914700
2022-12-03,Alex Johnson,Central,Webcam,12,1296793503,15561522036
2023-01-29,Skyler Smith,East,Printer,7,1085999538,7601996766
2022-08-03,Jamie Taylor,West,Keyboard,2,2105771928,4211543856
2022-11-21,Riley Davis,South,Monitor,2,779465211,1558930422
2023-06-26,Jordan Taylor,South,Printer,12,55253353,663040236
2023-06-10,Chris Wilson,East,Desk Chair,19,519070133,9862332527
2022-07-30,Quinn Brown,East,Scanner,3,1191845551,3575536653
2022-11-05,Morgan Garcia,West,Keyboard,9,637344248,5736098232
2023-03-30,Jamie Brown,West,Mouse,19,409553384,7781514296
2022-11-06,Casey Wilson,West,Keyboard,18,1868326466,33629876388
2022-12-07,Taylor Moore,South,Headset,1,2072881874,2072881874
2022-10-21,Jordan Miller,East,Monitor,8,139774325,1118194600
2023-03-27,Chris Taylor,North,Monitor,3,335569603,1006708809
2023-01-09,Casey Brown,North,Keyboard,18,1601588342,28828590156
2022-09-27,Jordan Taylor,Central,Printer,16,925822839,14813165424
2022-07-30,Jamie Moore,West,Monitor,18,2116642915,38099572470
2023-06-01,Jamie Davis,East,Laptop,14,2002650457,28037106398
2023-03-15,Jamie Wilson,North,Monitor,14,320756259,4490587626
2022-08-29,Jordan Johnson,West,Scanner,19,353193969,6710685411
2022-09-09,Skyler Miller,East,Headset,14,786856086,11015985204
