Date,Customer,Region,Product,Quantity,UnitPrice,Total
2021-06-09,Casey Wilson,South,Mouse,17,912848213,15518419621
2021-05-14,Jordan Taylor,North,Desk Chair,6,1969259492,11815556952
2021-11-15,Jamie Smith,South,Mouse,7,1330438658,9313070606
2021-12-02,Morgan Miller,East,Docking Station,16,1103346843,17653549488
2021-08-06,Jamie Davis,West,Desk Chair,18,1007274896,18130948128
2021-05-26,Taylor Moore,East,Laptop,5,1934126865,9670634325
2021-08-26,Morgan Davis,South,Monitor,17,250571993,4259723881
2021-12-08,Quinn Taylor,South,Laptop,8,616683241,4933465928
2021-07-26,Casey Davis,West,Printer,13,486550162,6325152106
2021-04-25,Jordan Taylor,North,Laptop,13,1873451808,24354873504
2022-02-07,Taylor Wilson,Central,Scanner,6,1138388433,6830330598
2021-07-01,Riley Miller,Central,Headset,18,473916482,8530496676
2022-01-25,Jamie Lee,East,Headset,10,962379606,9623796060
2021-08-10,Alex Wilson,West,Printer,15,1673727166,25105907490
2021-03-17,Jordan Moore,North,Headset,5,795438522,3977192610
2022-02-09,Chris Johnson,East,Printer,15,1469033712,22035505680
2021-11-04,Morgan Garcia,East,Monitor,12,877762966,10533155592
2021-06-02,Skyler Moore,South,Keyboard,6,319683928,1918103568
2021-10-06,Jordan Lee,West,Scanner,17,474138283,8060350811
2021-06-05,Riley Miller,Central,Desk Chair,2,155156086,310312172
2021-09-01,Jamie Davis,East,Laptop,2,1034757550,2069515100
2021-06-09,Taylor Miller,South,Keyboard,16,1037149111,16594385776
2021-05-06,Taylor Garcia,South,Printer,3,772687393,2318062179
2021-09-16,Casey Garcia,South,Mouse,16,1693630504,27098088064
2021-09-24,Chris Taylor,Central,Laptop,6,378500,2271000
2021-05-06,Morgan Garcia,Central,Desk Chair,15,1398056358,20970845370
2021-11-06,Jamie Johnson,Central,Mouse,5,352543686,1762718430
2021-07-18,Alex Smith,North,Keyboard,3,567933947,1703801841
2021-11-05,Quinn Wilson,South,Mouse,9,407470384,3667233456
2021-08-15,Chris Brown,East,Docking Station,8,684312181,5474497448
2021-11-10,Morgan Garcia,North,Webcam,4,1141367424,4565469696
2021-07-12,Morgan Taylor,North,Desk Chair,7,1214770998,8503396986
2022-01-29,Jordan Smith,Central,Printer,8,1742612090,13940896720
2022-01-22,Casey Garcia,East,Mouse,7,1015506323,7108544261
2021-08-20,Riley Lee,South,Webcam,11,930413810,10234551910
2021-11-01,Casey Johnson,South,Printer,7,1978754936,13851284552
2021-09-07,Casey Smith,East,Headset,11,562267180,6184938980
2021-07-02,Chris Davis,West,Webcam,13,1854919573,24113954449
2021-12-15,Quinn Taylor,West,Laptop,16,18292801,292684816
2021-10-27,Jordan Smith,South,Desk Chair,15,19951791,299276865
2021-05-30,Alex Smith,North,Headset,1,404436279,404436279
2022-01-28,Morgan Johnson,South,Scanner,19,1432861224,27224363256
2021-09-20,Jamie Johnson,West,Docking Station,12,87036134,1044433608
2021-12-08,Riley Lee,West,Printer,13,394785928,5132217064
2021-08-15,Quinn Davis,West,Webcam,13,1608896397,20915653161
2021-03-14,Jordan Smith,Central,Desk Chair,8,482793519,3862348152
2021-03-27,Skyler Garcia,Central,Webcam,5,1928215777,9641078885
2021-10-16,Casey Miller,North,Docking Station,16,1589531129,25432498064
2021-10-16,Alex Davis,East,Scanner,1,1597324179,1597324179
2021-04-24,Jordan Moore,West,Desk Chair,14,1927992216,26991891024
2022-02-11,Jamie Davis,North,Printer,19,745877661,14171675559
2021-06-12,Taylor Miller,North,Printer,1,1933401078,1933401078
2021-08-25,Riley Taylor,East,Scanner,4,552519676,2210078704
2021-12-22,Riley Garcia,West,Desk Chair,5,1948491972,9742459860
2021-05-10,Taylor Garcia,West,Scanner,7,1679435306,11756047142
2021-09-23,Riley Davis,West,Monitor,3,1748536217,5245608651
2022-01-08,Taylor Moore,West,Printer,14,1503097914,21043370796
2021-08-13,Chris Brown,West,Laptop,4,609193973,2436775892
2022-02-07,Morgan Garcia,West,Mouse,5,1195013373,5975066865
2021-07-16,Taylor Johnson,North,Desk Chair,13,309476266,4023191458
2021-05-16,Skyler Garcia,South,Scanner,17,1250277968,21254725456
2021-04-13,Morgan Lee,North,Laptop,3,488966896,1466900688
2021-07-09,Chris Brown,West,Headset,10,1503884269,15038842690
2021-07-28,Riley Garcia,East,Docking Station,4,1061541878,4246167512
2021-08-13,Alex Brown,East,Monitor,5,692465681,3462328405
2021-08-17,Riley Wilson,East,Webcam,16,1784897471,28558359536
2022-01-08,Casey Smith,East,Desk Chair,16,607053338,9712853408
2021-08-26,Chris Smith,South,Laptop,6,778865244,4673191464
2022-02-07,Taylor Smith,East,Monitor,15,793899031,11908485465
2021-08-05,Jordan Brown,South,Monitor,18,809586804,14572562472
2021-09-15,Jamie Davis,Central,Laptop,9,1253578681,11282208129
2022-02-11,Chris Johnson,North,Headset,5,1108292565,5541462825
2021-09-08,Chris Brown,West,Laptop,2,1437187953,2874375906
2021-12-04,Skyler Smith,West,Webcam,17,1613586762,27430974954
2022-02-03,Taylor Taylor,South,Monitor,13,2005604358,26072856654
2021-06-21,Quinn Miller,West,Keyboard,9,1795003051,16155027459
2021-09-13,Jamie Brown,North,Docking Station,6,476341189,2858047134
2021-05-14,Morgan Lee,Central,Docking Station,7,2085616090,14599312630
2021-10-25,Chris Smith,Central,Docking Station,14,1308734071,18322276994
2021-05-21,Jordan Garcia,Central,Keyboard,8,1418354302,11346834416
