Date,Customer,Region,Product,Quantity,UnitPrice,Total
2022-11-03,Jamie Wilson,South,Webcam,14,1253084930,17543189020
2023-07-24,Quinn Wilson,Central,Printer,1,849098605,849098605
2023-09-01,Taylor Lee,South,Desk Chair,4,6550745,26202980
2023-04-02,Morgan Miller,North,Printer,16,778576825,12457229200
2022-12-03,Casey Brown,Central,Headset,8,12795290,102362320
2023-08-27,Alex Lee,South,Mouse,13,54031767,702412971
2023-01-23,Casey Lee,East,Laptop,1,2086070724,2086070724
2023-05-06,Quinn Miller,South,Docking Station,14,9934138,139077932
2023-08-25,Skyler Moore,East,Headset,13,720606644,9367886372
2023-04-14,Jamie Miller,East,Desk Chair,3,733431183,2200293549
2023-08-02,Skyler Moore,East,Docking Station,1,197602038,197602038
2023-04-28,Alex Miller,South,Docking Station,6,112735533,676413198
2023-02-10,Casey Smith,North,Headset,13,1544443285,20077762705
2023-09-28,Jamie Wilson,West,Desk Chair,10,1822168929,18221689290
2023-09-24,Casey Moore,Central,Webcam,10,1776906478,17769064780
2023-01-09,Alex Lee,Central,Scanner,17,386248097,6566217649
2023-08-19,Alex Moore,South,Mouse,17,1105195504,18788323568
2023-08-01,Alex Moore,East,Printer,16,1935210209,30963363344
2022-11-13,Quinn Taylor,West,Monitor,15,1901608839,28524132585
2023-09-28,Riley Smith,North,Headset,2,1586557989,3173115978
2023-02-18,Quinn Johnson,East,Headset,18,301409535,5425371630
2023-08-21,Morgan Davis,South,Keyboard,14,646778957,9054905398
2023-05-10,Taylor Lee,Central,Docking Station,12,1230332966,14763995592
2023-07-15,Riley Johnson,Central,Docking Station,13,2147449215,27916839795
2023-06-19,Riley Davis,North,Desk Chair,12,115747174,1388966088
2023-03-03,Skyler Brown,East,Headset,3,1590033612,4770100836
2022-10-20,Quinn Taylor,South,Webcam,4,1721498893,6885995572
2022-10-24,Quinn Brown,North,Desk Chair,17,637340496,10834788432
2023-08-15,Alex Brown,South,Webcam,7,338850024,2371950168
2023-03-06,Alex Johnson,South,Desk Chair,11,415443165,4569874815
2023-01-29,Jamie Moore,North,Webcam,15,1925128486,28876927290
2023-07-29,Jordan Miller,East,Headset,8,1937198932,15497591456
2023-05-31,Jordan Brown,South,Monitor,8,1472211170,11777689360
2022-10-28,Jamie Davis,Central,Desk Chair,1,1634877814,1634877814
2023-01-22,Jamie Lee,West,Keyboard,14,516323824,7228533536
2023-04-30,Taylor Taylor,West,Printer,1,1372857880,1372857880
2023-09-01,Taylor Miller,Central,Webcam,6,1635267816,9811606896
2023-04-27,Casey Lee,East,Monitor,1,1345837031,1345837031
2022-10-11,Jordan Wilson,East,Keyboard,17,1785440137,30352482329
2023-08-03,Chris Moore,South,Desk Chair,12,1683281822,20199381864
2022-12-03,Riley Johnson,East,Keyboard,7,1764547060,12351829420
2023-05-11,Jamie Miller,South,Mouse,16,995166917,15922670672
2023-04-22,Skyler Davis,Central,Printer,17,296391129,5038649193
2023-09-02,Jordan Taylor,East,Headset,9,317632834,2858695506
2023-02-06,Quinn Brown,East,Keyboard,8,234361080,1874888640
2023-09-24,Taylor Moore,South,Mouse,14,1877175011,26280450154
2023-08-25,Jordan Taylor,South,Webcam,10,1278572490,12785724900
2023-03-24,Jamie Brown,East,Headset,11,1692593723,18618530953
2023-05-19,Taylor Moore,East,Printer,10,200452580,2004525800
2022-10-13,Chris Brown,Central,Laptop,4,439367509,1757470036
2023-03-05,Morgan Lee,Central,Desk Chair,19,341148823,6481827637
2023-02-26,Jamie Smith,South,Docking Station,10,120279975,1202799750
2023-04-28,Chris Davis,East,Monitor,2,2100753252,4201506504
2022-12-15,Skyler Lee,West,Monitor,10,210332792,2103327920
2023-10-01,Jamie Moore,Central,Mouse,19,404127478,7678422082
2023-10-08,Taylor Johnson,Central,Mouse,7,60747160,425230120
2023-05-19,Riley Moore,West,Scanner,15,642160585,9632408775
2022-11-20,Alex Taylor,West,Docking Station,16,1788532291,28616516656
2023-07-02,Riley Davis,West,Webcam,12,2037531988,24450383856
2023-01-16,Morgan Smith,South,Docking Station,8,754308599,6034468792
2023-08-22,Morgan Miller,East,Laptop,16,1856052247,29696835952
2023-03-11,Morgan Lee,North,Mouse,6,616815723,3700894338
2022-12-29,Riley Johnson,East,Headset,10,1818954285,18189542850
2022-12-11,Jordan Wilson,West,Webcam,3,1053543448,3160630344
2023-08-22,Chris Davis,North,Scanner,11,1041637408,11458011488
2022-11-20,Jordan Lee,Central,Desk Chair,15,601213961,9018209415
2023-03-19,Alex Garcia,Central,Desk Chair,11,114642293,1261065223
2022-10-27,Morgan Lee,East,Keyboard,17,1736482888,29520209096
2023-07-20,Skyler Taylor,West,Scanner,15,79265535,1188983025
2022-12-26,Skyler Wilson,North,Keyboard,4,542398510,2169594040
2022-11-06,Taylor Lee,Central,Desk Chair,3,1180522456,3541567368
2023-04-21,Alex Miller,North,Printer,16,1583431548,25334904768
2023-10-04,Chris Smith,Central,Webcam,6,1210581506,7263489036
2023-09-06,Chris Moore,East,Mouse,18,1018997531,18341955558
2023-02-25,Riley Davis,North,Desk Chair,10,254057313,2540573130
2022-12-26,Alex Johnson,East,Laptop,14,293408004,4107712056
2023-02-26,Jordan Brown,West,Webcam,14,1860244430,26043422020
2023-09-17,Jamie Smith,East,Webcam,15,522065766,7830986490
2023-01-06,Skyler Smith,Central,Webcam,1,134997799,134997799
2023-06-23,Alex Davis,West,Monitor,6,1486928580,8921571480
2023-07-12,Morgan Taylor,East,Printer,14,420525938,5887363132
2023-01-16,Skyler Smith,Central,Keyboard,13,1596253053,20751289689
2023-05-21,Skyler Garcia,South,Webcam,3,427924431,1283773293
2022-10-15,Jordan Garcia,South,Scanner,5,2083529173,10417645865
2023-01-14,Quinn Lee,East,Headset,13,878968243,11426587159
