Date,Customer,Region,Product,Quantity,UnitPrice,Total
2021-02-10,Alex Miller,West,Keyboard,2,503898518,1007797036
2020-12-16,Skyler Brown,South,Webcam,8,990510539,7924084312
2020-07-07,Alex Miller,South,Mouse,16,336827804,5389244864
2021-01-07,Quinn Miller,Central,Webcam,18,207135314,3728435652
2020-12-26,Chris Lee,Central,Scanner,10,440262595,4402625950
2020-09-15,Riley Smith,North,Printer,8,1117085983,8936687864
2020-07-12,Chris Johnson,Central,Mouse,16,1898807246,30380915936
2020-09-03,Chris Brown,South,Mouse,3,545629565,1636888695
2020-10-21,Riley Smith,East,Printer,19,1247699604,23706292476
2020-11-08,Taylor Miller,South,Scanner,9,1875282947,16877546523
2020-08-17,Casey Brown,North,Docking Station,7,2076492843,14535449901
2021-02-15,Jordan Johnson,East,Keyboard,4,970640418,3882561672
2020-10-16,Taylor Moore,North,Headset,12,1056193117,12674317404
2021-02-13,Skyler Moore,West,Scanner,16,1470530074,23528481184
2021-02-16,Taylor Wilson,East,Desk Chair,17,123538690,2100157730
2020-12-20,Alex Taylor,West,Docking Station,19,1090640628,20722171932
2020-09-27,Jordan Davis,East,Laptop,8,462463285,3699706280
2020-10-16,Skyler Brown,West,Webcam,11,1371163204,15082795244
2020-09-11,Alex Taylor,Central,Webcam,11,1212379604,13336175644
2020-12-10,Jamie Garcia,South,Desk Chair,4,1851280943,7405123772
2020-09-16,Jordan Johnson,South,Keyboard,5,1831013990,9155069950
2020-10-31,Chris Taylor,East,Scanner,8,19669518,157356144
2020-12-18,Alex Miller,West,Mouse,6,448516076,2691096456
2020-06-24,Jamie Taylor,West,Docking Station,6,1468397454,8810384724
2020-10-20,Chris Johnson,West,Scanner,1,1049617759,1049617759
2021-03-09,Chris Lee,Central,Desk Chair,19,2052284879,38993412701
2020-12-14,Jordan Johnson,West,Mouse,6,69477036,416862216
2020-11-08,Skyler Lee,East,Headset,7,293538864,2054772048
2020-12-01,Alex Moore,East,Mouse,2,1129090008,2258180016
2020-10-31,Jordan Smith,North,Monitor,3,1083208249,3249624747
2021-02-14,Skyler Lee,South,Printer,15,637632202,9564483030
2020-08-19,Casey Smith,West,Keyboard,9,1364505771,12280551939
2020-04-16,Riley Johnson,South,Monitor,13,2089980,27169740
2020-10-15,Jordan Davis,Central,Scanner,8,1739743344,13917946752
2021-02-22,Skyler Lee,West,Scanner,8,430220981,3441767848
2020-09-17,Jordan Lee,North,Headset,1,48783350,48783350
2020-12-22,Jordan Wilson,East,Docking Station,10,652960943,6529609430
2021-03-05,Alex Davis,North,Webcam,18,1200934929,21616828722
2021-01-19,Jordan Moore,Central,Laptop,2,1879712051,3759424102
2020-10-02,Casey Taylor,West,Keyboard,9,2058376335,18525387015
2020-05-16,Riley Davis,North,Scanner,15,866884389,13003265835
2020-06-22,Skyler Taylor,East,Monitor,17,287895269,4894219573
2020-06-06,Taylor Davis,West,Desk Chair,10,1698186679,16981866790
2021-03-16,Casey Miller,South,Monitor,14,1148106919,16073496866
2020-07-09,Morgan Brown,Central,Docking Station,10,847614989,8476149890
2020-08-12,Jordan Moore,East,Mouse,5,858772876,4293864380
2020-04-21,Taylor Davis,South,Docking Station,15,345424758,5181371370
2020-12-15,Taylor Davis,West,Headset,18,294311218,5297601924
2020-12-05,Alex Brown,East,Mouse,15,2079538633,31193079495
2020-07-26,Chris Wilson,West,Mouse,7,866909906,6068369342
2021-01-02,Jordan Johnson,Central,Scanner,15,128557748,1928366220
2020-11-26,Taylor Johnson,North,Monitor,1,172003629,172003629
2020-09-22,Skyler Smith,South,Webcam,17,1773910081,30156471377
2021-03-01,Skyler Miller,North,Webcam,1,67664498,67664498
2020-06-28,Quinn Smith,North,Headset,17,1340626018,22790642306
2020-06-27,Jamie Taylor,West,Headset,2,1942681524,3885363048
2020-09-14,Taylor Moore,South,Laptop,3,125166588,375499764
2020-06-25,Casey Garcia,East,Docking Station,14,1664172901,23298420614
2020-11-07,Riley Davis,East,Headset,14,133379304,1867310256
2020-09-08,Quinn Johnson,South,Scanner,17,454035273,7718599641
2020-05-28,Morgan Taylor,South,Desk Chair,1,181274805,181274805
2021-01-27,Chris Davis,Central,Monitor,4,2037283340,8149133360
2020-04-21,Alex Moore,North,Keyboard,1,81500174,81500174
2020-11-08,Morgan Davis,North,Headset,8,277902241,2223217928
2021-01-10,Riley Lee,North,Laptop,16,1632684420,26122950720
2020-04-30,Alex Johnson,North,Desk Chair,16,2110662658,33770602528
2020-08-23,Skyler Davis,South,Docking Station,1,734969835,734969835
2020-05-22,Quinn Garcia,South,Scanner,3,2057450614,6172351842
2021-03-14,Jordan Moore,South,Mouse,14,173700030,2431800420
2020-04-08,Jamie Brown,North,Monitor,17,1807366280,30725226760
2020-07-28,Morgan Moore,West,Printer,15,926264940,13893974100
2020-07-06,Jordan Moore,East,Scanner,17,480625397,8170631749
2021-01-31,Jordan Lee,East,Mouse,2,1171722489,2343444978
2021-01-04,Jordan Johnson,East,Headset,9,359196389,3232767501
2020-07-11,Taylor Taylor,North,Desk Chair,17,1982700715,33705912155
2020-10-13,Alex Wilson,East,Keyboard,18,2080480904,37448656272
2021-03-15,Taylor Moore,South,Webcam,9,2121519359,19093674231
2020-08-06,Taylor Lee,North,Printer,7,389156357,2724094499
2020-05-07,Alex Moore,West,Laptop,11,1972213752,21694351272
2021-01-05,Jordan Smith,North,Scanner,19,255470219,4853934161
2020-09-25,Taylor Davis,West,Docking Station,13,1903567783,24746381179
2020-05-16,Taylor Johnson,North,Scanner,10,57529709,575297090
2021-01-15,Quinn Lee,South,Monitor,1,1981634334,1981634334
2021-01-02,Jordan Wilson,Central,Docking Station,2,1473178935,2946357870
2020-12-16,Jamie Taylor,West,Monitor,6,194194127,1165164762
2020-11-23,Casey Wilson,Central,Desk Chair,19,1634280768,31051334592
2020-10-03,Alex Taylor,West,Mouse,13,253547855,3296122115
2020-08-29,Chris Garcia,North,Keyboard,14,221788135,3105033890
2021-01-18,Chris Taylor,East,Keyboard,5,213984674,1069923370
2020-05-19,Taylor Moore,East,Webcam,18,883851029,15909318522
2021-01-23,Chris Davis,North,Docking Station,10,1091302541,10913025410
2020-07-10,Riley Johnson,Central,Monitor,7,178062107,1246434749
2020-04-06,Jordan Davis,South,Printer,2,820291227,1640582454
2020-07-05,Jamie Wilson,East,Scanner,18,2102978980,37853621640
2020-06-10,Chris Miller,North,Keyboard,9,403580224,3632222016
2020-06-21,Casey Brown,Central,Docking Station,2,1209244834,2418489668
2020-04-01,Alex Davis,East,Keyboard,5,1801067136,9005335680
2021-01-21,Quinn Garcia,North,Mouse,17,1546955552,26298244384
2020-07-04,Jordan Smith,Central,Keyboard,12,831839430,9982073160
2020-08-16,Quinn Taylor,West,Docking Station,16,1426035335,22816565360
2021-01-24,Riley Taylor,South,Monitor,1,1236587852,1236587852
2021-02-24,Quinn Wilson,Central,Monitor,15,1539687752,23095316280
2020-08-10,Taylor Garcia,East,Webcam,3,527858542,1583575626
2021-01-04,Taylor Davis,North,Scanner,10,1267873163,12678731630
2020-09-19,Riley Garcia,West,Headset,1,1278715090,1278715090
2020-05-13,Quinn Brown,West,Monitor,14,244653761,3425152654
2021-03-24,Casey Lee,North,Monitor,6,102068852,612413112
2021-02-02,Riley Taylor,North,Monitor,9,187161035,1684449315
2020-06-30,Jamie Moore,North,Docking Station,8,1711750911,13694007288
2020-10-31,Chris Davis,East,Headset,2,1795405922,3590811844
2020-11-17,Quinn Garcia,North,Headset,13,371013165,4823171145
2021-02-22,Quinn Garcia,North,Monitor,2,188542797,377085594
2020-05-29,Casey Wilson,West,Keyboard,4,701468141,2805872564
2020-10-13,Jamie Brown,North,Scanner,13,1687484758,21937301854
2021-01-09,Casey Lee,East,Scanner,2,1634870745,3269741490
2020-04-26,Jordan Johnson,West,Laptop,4,56175045,224700180
2020-10-31,Skyler Lee,East,Scanner,1,58076847,58076847
2020-05-14,Riley Davis,South,Laptop,13,476929072,6200077936
2020-10-09,Morgan Garcia,South,Headset,6,1683152288,10098913728
2021-01-06,Quinn Brown,North,Desk Chair,14,324879122,4548307708
2020-07-10,Jordan Garcia,West,Webcam,9,1158084109,10422756981
2020-06-27,Jamie Garcia,North,Printer,10,1822526142,18225261420
2020-05-08,Quinn Johnson,East,Webcam,19,2004910581,38093301039
2020-06-08,Morgan Wilson,East,Laptop,16,1939276611,31028425776
2020-05-01,Riley Smith,Central,Printer,4,1515485893,6061943572
2020-06-15,Casey Moore,North,Headset,7,1369368335,9585578345
2020-04-20,Jamie Miller,North,Monitor,13,187165848,2433156024
2020-10-29,Taylor Johnson,West,Mouse,15,1035144016,15527160240
2020-11-01,Casey Brown,South,Desk Chair,8,1990453696,15923629568
2021-01-19,Quinn Taylor,West,Webcam,7,2054198853,14379391971
2020-10-06,Chris Smith,South,Monitor,3,983718515,2951155545
2020-12-02,Casey Smith,Central,Printer,15,969023341,14535350115
2020-12-05,Alex Taylor,East,Docking Station,19,554695490,10539214310
2020-05-16,Casey Smith,South,Docking Station,4,1070256402,4281025608
2020-11-29,Jordan Davis,North,Laptop,17,1939536577,32972121809
2020-07-07,Jamie Lee,South,Mouse,15,557239152,8358587280
2020-12-18,Jamie Moore,South,Printer,12,824212368,9890548416
2020-06-08,Quinn Davis,North,Laptop,14,2079623076,29114723064
2020-11-28,Quinn Smith,East,Printer,19,87532341,1663114479
2020-12-27,Riley Johnson,North,Mouse,8,1963964968,15711719744
2020-07-20,Jordan Taylor,East,Webcam,14,1301842147,18225790058
2020-10-22,Taylor Smith,West,Laptop,19,1794694716,34099199604
2020-09-23,Skyler Davis,West,Printer,5,1450321250,7251606250
2020-08-30,Riley Moore,East,Keyboard,8,30660664,245285312
2021-03-25,Casey Johnson,South,Desk Chair,16,1097478502,17559656032
2020-05-25,Skyler Johnson,West,Printer,7,1561120373,10927842611
2020-06-29,Casey Wilson,North,Docking Station,5,2068200077,10341000385
2020-12-29,Chris Smith,Central,Printer,3,1094579140,3283737420
2020-08-23,Quinn Wilson,North,Webcam,14,1528219717,21395076038
2020-04-13,Jordan Brown,South,Monitor,3,920759296,2762277888
2020-11-22,Skyler Davis,East,Webcam,18,372207767,6699739806
2020-11-19,Casey Smith,South,Headset,5,293577998,1467889990
2020-11-20,Alex Garcia,West,Webcam,15,464925263,6973878945
2020-03-28,Quinn Smith,Central,Mouse,3,677142743,2031428229
2021-03-05,Casey Miller,South,Docking Station,17,11231288,190931896
2020-08-07,Taylor Smith,East,Webcam,14,295857219,4142001066
2020-05-03,Jamie Taylor,North,Desk Chair,14,2146512771,30051178794
2020-08-15,Quinn Johnson,North,Headset,9,323121445,2908093005
2021-02-10,Morgan Taylor,West,Headset,18,722203492,12999662856
2020-07-22,Jamie Garcia,Central,Mouse,14,1628224773,22795146822
2020-05-12,Skyler Johnson,North,Keyboard,15,1947683973,29215259595
2020-10-27,Quinn Brown,South,Monitor,16,1355238162,21683810592
2020-06-28,Skyler Brown,North,Laptop,1,721261718,721261718
2020-04-12,Casey Moore,East,Docking Station,14,1672636465,23416910510
2020-11-21,Morgan Smith,Central,Printer,9,174824776,1573422984
2020-12-05,Alex Smith,Central,Scanner,6,317674219,1906045314
2020-07-18,Morgan Moore,West,Headset,14,242586964,3396217496
2020-04-06,Alex Smith,North,Printer,9,514827843,4633450587
2020-08-01,Skyler Johnson,Central,Printer,6,712812851,4276877106
2020-10-10,Morgan Wilson,South,Scanner,1,1221451834,1221451834
2020-03-30,Jamie Johnson,North,Desk Chair,7,1680096709,11760676963
2020-06-20,Casey Taylor,North,Desk Chair,17,109844397,1867354749
2020-07-27,Alex Lee,West,Keyboard,11,1310620131,14416821441
2020-07-04,Alex Davis,Central,Scanner,7,2027361787,14191532509
2020-09-27,Morgan Taylor,Central,Scanner,15,959011860,14385177900
2021-01-29,Alex Smith,East,Printer,19,1875445647,35633467293
2020-10-15,Morgan Brown,East,Webcam,19,17516275,332809225
2020-08-18,Quinn Johnson,East,Monitor,7,2084221644,14589551508
2020-10-30,Jamie Johnson,East,Desk Chair,13,849803872,11047450336
2020-07-17,Chris Garcia,North,Desk Chair,5,1223302084,6116510420
2020-07-11,Alex Moore,North,Headset,3,695017729,2085053187
2021-01-29,Quinn Wilson,South,Laptop,6,1531608036,9189648216
2020-12-31,Quinn Johnson,East,Docking Station,11,1880803621,20688839831
2021-01-21,Morgan Johnson,South,Laptop,16,198051060,3168816960
2020-12-26,Skyler Davis,South,Keyboard,4,801507822,3206031288
2020-08-12,Jamie Lee,East,Docking Station,12,1307771608,15693259296
2020-08-02,Morgan Miller,North,Printer,13,619665976,8055657688
2020-11-26,Casey Smith,Central,Laptop,3,1735873008,5207619024
2020-06-25,Riley Johnson,East,Headset,7,190977162,1336840134
2021-01-03,Morgan Wilson,East,Printer,12,1749748552,20996982624
2021-02-04,Skyler Johnson,East,Mouse,15,355460887,5331913305
2021-02-12,Chris Davis,North,Scanner,16,2004162957,32066607312
2021-02-24,Morgan Wilson,Central,Laptop,7,1102870569,7720093983
2021-01-22,Skyler Davis,Central,Desk Chair,4,1608298887,6433195548
2021-03-18,Chris Wilson,Central,Docking Station,9,334171119,3007540071
2020-07-17,Casey Wilson,West,Laptop,12,267318769,3207825228
2020-10-11,Skyler Wilson,South,Laptop,12,1277884824,15334617888
2020-10-28,Jordan Wilson,South,Monitor,10,1056911568,10569115680
2021-03-07,Alex Lee,East,Laptop,2,951681788,1903363576
2021-01-19,Taylor Davis,South,Docking Station,16,1218652314,19498437024
2021-01-19,Quinn Lee,Central,Keyboard,4,1700510469,6802041876
2020-08-05,Riley Garcia,North,Docking Station,18,2014346484,36258236712
2020-12-29,Jamie Johnson,East,Webcam,11,792889407,8721783477
2020-06-13,Chris Lee,East,Webcam,4,1940819656,7763278624
2020-10-21,Alex Johnson,North,Scanner,10,759114674,7591146740
2020-05-31,Riley Davis,West,Scanner,13,932162619,12118114047
2020-04-06,Quinn Lee,East,Scanner,4,790679827,3162719308
2021-02-03,Taylor Lee,South,Keyboard,6,810124373,4860746238
2020-05-13,Riley Smith,East,Docking Station,14,292105057,4089470798
2020-08-01,Riley Smith,East,Webcam,18,1978727285,35617091130
2021-03-12,Taylor Smith,West,Desk Chair,4,1707525218,6830100872
2020-10-11,Skyler Johnson,West,Docking Station,18,1121412249,20185420482
2020-08-27,Alex Taylor,North,Scanner,9,801148044,7210332396
2021-03-22,Alex Moore,North,Docking Station,19,1871308034,35554852646
2020-10-29,Riley Smith,West,Keyboard,10,1056504932,10565049320
2021-02-14,Jamie Johnson,North,Docking Station,12,1633853301,19606239612
2021-02-27,Jamie Smith,South,Desk Chair,11,92807295,1020880245
2020-11-21,Morgan Brown,East,Webcam,5,1844869097,9224345485
2021-02-01,Taylor Lee,South,Mouse,9,2100509598,18904586382
2020-10-14,Jordan Lee,West,Laptop,4,1957850956,7831403824
2020-07-14,Quinn Taylor,Central,Monitor,10,535272012,5352720120
2020-11-26,Jamie Moore,South,Webcam,14,1436257514,20107605196
2020-06-05,Riley Taylor,South,Webcam,2,1258673141,2517346282
2020-05-31,Chris Garcia,East,Desk Chair,3,614403076,1843209228
2020-07-02,Quinn Miller,East,Laptop,6,955536599,5733219594
2021-03-21,Skyler Garcia,West,Printer,8,597426179,4779409432
2020-05-19,Morgan Miller,North,Scanner,4,753697057,3014788228
2020-11-30,Alex Miller,North,Mouse,18,1934501714,34821030852
2021-02-26,Jordan Miller,East,Webcam,4,1651205814,6604823256
2020-09-17,Alex Johnson,North,Mouse,15,179081453,2686221795
2020-10-27,Jordan Smith,South,Monitor,2,1446839272,2893678544
2020-12-07,Skyler Davis,Central,Webcam,5,6950769,34753845
2021-01-21,Quinn Garcia,South,Scanner,6,1529436066,9176616396
2020-03-29,Jamie Lee,Central,Laptop,6,1893753620,11362521720
2021-03-05,Taylor Taylor,Central,Docking Station,1,1330064553,1330064553
2020-09-05,Alex Miller,East,Headset,7,2085412555,14597887885
2020-11-06,Casey Smith,Central,Mouse,11,1059776277,11657539047
2021-03-05,Casey Davis,West,Headset,17,818778869,13919240773
2020-08-15,Jamie Lee,West,Mouse,19,1130758636,21484414084
2020-08-24,Taylor Garcia,East,Mouse,18,222056774,3997021932
2021-02-04,Chris Brown,South,Scanner,3,277360405,832081215
