Date,Customer,Region,Product,Quantity,UnitPrice,Total
2023-04-10,Morgan Miller,Central,Mouse,12,1344751159,16137013908
2023-08-08,Skyler Wilson,West,Printer,3,641817995,1925453985
2023-07-26,Morgan Davis,South,Desk Chair,16,1944503817,31112061072
2023-06-26,Casey Moore,Central,Scanner,4,128136856,512547424
2023-07-15,Taylor Smith,East,Laptop,19,1493910958,28384308202
2023-03-08,Casey Taylor,Central,Headset,13,1153691002,14997983026
2023-07-26,Chris Davis,Central,Printer,9,289129005,2602161045
2022-09-22,Morgan Johnson,Central,Laptop,17,898291533,15270956061
2023-05-12,Alex Garcia,South,Monitor,4,764379818,3057519272
2023-07-04,Taylor Davis,South,Printer,2,531483436,1062966872
2023-06-18,Alex Wilson,North,Docking Station,18,1019219532,18345951576
2023-04-28,Quinn Wilson,East,Scanner,5,1579089564,7895447820
2022-10-14,Chris Miller,Central,Desk Chair,18,1897286090,34151149620
2022-11-10,Riley Lee,South,Headset,1,1519438693,1519438693
2022-12-13,Casey Miller,Central,Printer,6,1987690347,11926142082
2023-07-19,Riley Smith,West,Scanner,15,33666468,504997020
2022-09-09,Jamie Brown,Central,Desk Chair,2,537349437,1074698874
2023-08-22,Casey Taylor,East,Scanner,11,2063822422,22702046642
2022-09-30,Skyler Moore,East,Scanner,10,1474583327,14745833270
2023-05-28,Jordan Taylor,South,Headset,4,108070397,432281588
2023-08-15,Jordan Wilson,West,Mouse,6,219840453,1319042718
2022-12-21,Morgan Taylor,North,Mouse,11,1407659783,15484257613
2022-12-14,Jamie Miller,North,Desk Chair,3,1953618588,5860855764
2022-09-12,Jordan Davis,North,Docking Station,3,651066983,1953200949
2023-04-21,Taylor Miller,Central,Monitor,3,553701351,1661104053
2023-04-04,Skyler Wilson,North,Printer,12,1152431612,13829179344
2022-12-28,Taylor Moore,West,Scanner,17,2093643800,35591944600
2023-01-09,Casey Johnson,Central,Webcam,18,1814525217,32661453906
2023-08-05,Chris Davis,Central,Mouse,1,326965294,326965294
2023-06-23,Alex Smith,South,Desk Chair,10,1103355426,11033554260
2023-01-28,Skyler Lee,North,Desk Chair,2,47102421,94204842
2022-11-05,Jordan Lee,East,Printer,13,1591547085,20690112105
2022-11-07,Morgan Brown,West,Desk Chair,3,893367376,2680102128
2023-04-02,Riley Wilson,Central,Desk Chair,8,1337500963,10700007704
2023-01-26,Taylor Taylor,East,Headset,10,324580560,3245805600
2023-01-25,Skyler Wilson,Central,Docking Station,9,2093641007,18842769063
2022-09-16,Quinn Wilson,Central,Webcam,2,1601668546,3203337092
2023-05-26,Alex Smith,West,Docking Station,11,700273372,7703007092
2023-01-06,Skyler Garcia,East,Mouse,7,1302727028,9119089196
2022-11-07,Alex Taylor,South,Mouse,10,1166403494,11664034940
2023-03-13,Riley Smith,West,Headset,1,2146727667,2146727667
2022-10-03,Morgan Brown,East,Webcam,12,480126131,5761513572
2023-08-21,Jordan Wilson,South,Docking Station,13,707242000,9194146000
2023-03-09,Riley Smith,East,Docking Station,17,702285501,11938853517
2023-04-24,Taylor Wilson,South,Laptop,7,221833424,1552833968
2023-04-15,Casey Taylor,East,Scanner,8,561058398,4488467184
2023-08-30,Riley Lee,West,Printer,12,926598443,11119181316
2023-03-17,Alex Taylor,Central,Desk Chair,9,1788934653,16100411877
2023-08-27,Skyler Moore,West,Printer,12,1991025342,23892304104
2023-07-03,Casey Brown,North,Printer,2,246297448,492594896
2023-03-03,Chris Johnson,Central,Desk Chair,19,1384371621,26303060799
2022-09-14,Skyler Moore,South,Desk Chair,12,1434922091,17219065092
2023-06-11,Alex Johnson,West,Desk Chair,5,1445362927,7226814635
2023-07-29,Taylor Miller,East,Monitor,19,1358939762,25819855478
2023-07-13,Riley Moore,East,Mouse,17,826913326,14057526542
2023-08-22,Riley Lee,West,Printer,6,795830465,4774982790
2023-03-15,Alex Garcia,North,Monitor,3,447141830,1341425490
