Date,Customer,Region,Product,Quantity,UnitPrice,Total
2022-10-21,Jamie Lee,East,Printer,10,183314251,1833142510
2023-05-08,Quinn Wilson,East,Monitor,5,1947788906,9738944530
2023-06-05,Jordan Garcia,East,Webcam,12,912428872,10949146464
2022-09-23,Morgan Lee,South,Monitor,11,24148532,265633852
2023-04-03,Chris Miller,East,Headset,15,1716503144,25747547160
2023-04-20,Casey Brown,West,Scanner,8,1817716655,14541733240
2022-11-08,Jamie Lee,West,Docking Station,17,247677934,4210524878
2022-09-08,Alex Smith,East,Headset,17,1791847609,30461409353
2023-05-11,Riley Davis,West,Keyboard,18,1180526219,21249471942
2022-12-01,Skyler Brown,East,Desk Chair,16,1980357360,31685717760
2022-11-23,Taylor Moore,East,Webcam,9,118561214,1067050926
2023-03-06,Chris Garcia,East,Mouse,8,49057167,392457336
2023-03-05,Casey Moore,Central,Webcam,14,1015284804,14213987256
2023-06-22,Morgan Smith,West,Webcam,3,567954287,1703862861
2023-07-10,Jamie Brown,Central,Laptop,10,530381382,5303813820
2022-10-23,Quinn Brown,North,Scanner,8,1415588135,11324705080
2023-05-07,Quinn Lee,North,Webcam,15,1668909595,25033643925
2022-12-28,Skyler Taylor,Central,Webcam,18,655219487,11793950766
2022-11-21,Chris Johnson,South,Docking Station,17,1555592200,26445067400
2023-07-03,Quinn Wilson,South,Scanner,6,244932259,1469593554
2023-05-30,Casey Wilson,South,Docking Station,14,1836806229,25715287206
2022-12-11,Jordan Davis,South,Webcam,10,1381519769,13815197690
2022-11-01,Taylor Smith,South,Mouse,4,1107675381,4430701524
2023-06-15,Taylor Smith,North,Webcam,3,854440360,2563321080
2022-11-18,Chris Wilson,West,Desk Chair,5,1956179203,9780896015
2022-09-18,Casey Miller,South,Monitor,18,1270470200,22868463600
2022-10-24,Skyler Taylor,South,Monitor,19,1337545306,25413360814
2023-01-31,Alex Lee,South,Scanner,1,1415559559,1415559559
2023-06-22,Skyler Garcia,West,Scanner,16,958571113,15337137808
2023-01-29,Quinn Garcia,West,Laptop,1,1039700811,1039700811
2023-08-21,Riley Miller,North,Scanner,18,504496610,9080938980
2023-07-21,Chris Smith,North,Laptop,15,666470898,9997063470
2022-12-07,Skyler Johnson,West,Webcam,12,456381745,5476580940
2023-01-10,Quinn Taylor,South,Mouse,18,843817544,15188715792
2023-01-29,Chris Davis,Central,Monitor,7,739334512,5175341584
2023-01-22,Casey Lee,Central,Printer,2,1277013812,2554027624
2023-01-29,Jordan Miller,Central,Desk Chair,14,958659892,13421238488
2023-07-08,Taylor Miller,North,Printer,17,922389663,15680624271
2023-04-11,Taylor Lee,North,Keyboard,6,991393401,5948360406
2023-01-19,Riley Taylor,West,Webcam,19,1443927461,27434621759
2023-04-02,Chris Moore,West,Desk Chair,15,79776964,1196654460
2023-05-30,Jordan Johnson,South,Printer,19,911094326,17310792194
2023-01-20,Jordan Taylor,East,Headset,7,1838105875,12866741125
2023-05-12,Riley Johnson,Central,Docking Station,5,631610542,3158052710
2023-07-14,Riley Wilson,West,Printer,3,1144428141,3433284423
2022-12-11,Chris Taylor,Central,Monitor,12,2009504009,24114048108
2023-06-10,Chris Moore,West,Laptop,8,1887365824,15098926592
2022-09-10,Quinn Wilson,North,Mouse,1,532637369,532637369
2023-02-01,Quinn Moore,Central,Keyboard,19,2123302706,40342751414
2022-11-08,Chris Brown,Central,Laptop,12,63519900,762238800
2022-11-03,Skyler Davis,West,Webcam,19,1513186795,28750549105
2022-09-17,Alex Wilson,North,Keyboard,6,204613010,1227678060
