Date,Customer,Region,Product,Quantity,UnitPrice,Total
2021-06-02,Chris Wilson,West,Scanner,13,1341228769,17435973997
2021-11-15,Riley Moore,West,Printer,7,2133528507,14934699549
2021-11-22,Jamie Wilson,East,Scanner,18,1846266490,33232796820
2021-11-14,Morgan Smith,Central,Laptop,12,1945273016,23343276192
2021-08-22,Morgan Brown,East,Mouse,2,1011498718,2022997436
2021-08-31,Quinn Brown,East,Scanner,4,158561022,634244088
2021-07-18,Jordan Taylor,South,Keyboard,18,1919858623,34557455214
2021-11-15,Taylor Taylor,South,Scanner,2,221231985,442463970
2021-09-24,Taylor Smith,East,Printer,18,270269448,4864850064
2021-11-27,Chris Moore,North,Monitor,18,1650560420,29710087560
2021-09-06,Chris Miller,East,Monitor,2,1597727153,3195454306
2021-05-16,Taylor Miller,South,Webcam,9,1755323424,15797910816
2021-10-01,Jamie Garcia,North,Keyboard,13,937197387,12183566031
2021-08-25,Casey Garcia,East,Headset,3,1145424472,3436273416
2021-06-07,Jamie Lee,Central,Laptop,9,9707460,87367140
2021-11-24,Alex Lee,North,Keyboard,2,1566945863,3133891726
2022-03-29,Jordan Lee,South,Laptop,4,773020921,3092083684
2021-09-19,Chris Miller,Central,Printer,18,946843867,17043189606
2021-05-03,Chris Miller,West,Webcam,12,190102631,2281231572
2022-03-15,Casey Davis,Central,Webcam,15,2081602083,31224031245
2021-10-23,Jordan Wilson,Central,Docking Station,17,1013673235,17232444995
2021-09-07,Taylor Moore,North,Desk Chair,16,1010840170,16173442720
2021-08-13,Quinn Wilson,East,Monitor,6,1945191204,11671147224
2022-01-02,Taylor Garcia,South,Docking Station,5,586963868,2934819340
2021-07-06,Morgan Wilson,West,Desk Chair,11,271971312,2991684432
2021-10-26,Jamie Brown,East,Printer,19,1143614355,21728672745
2021-12-24,Casey Johnson,Central,Laptop,2,2085454683,4170909366
2022-03-20,Skyler Smith,East,Scanner,8,1129514253,9036114024
2022-03-01,Chris Wilson,Central,Mouse,1,1634022201,1634022201
2021-06-27,Riley Johnson,East,Docking Station,17,607600666,10329211322
2022-01-06,Skyler Davis,North,Laptop,13,1055333264,13719332432
2021-12-15,Skyler Johnson,South,Headset,7,652873661,4570115627
2021-06-27,Chris Smith,West,Webcam,18,1567549010,28215882180
2021-11-17,Riley Lee,West,Printer,19,937678943,17815899917
2021-08-11,Riley Wilson,South,Scanner,8,1145403788,9163230304
