Date,Customer,Region,Product,Quantity,UnitPrice,Total
2022-06-28,Morgan Garcia,West,Mouse,8,1530658980,12245271840
2022-10-21,Jordan Davis,North,Webcam,1,441945896,441945896
2022-08-12,Alex Brown,Central,Scanner,8,1966843078,15734744624
2022-09-19,Taylor Taylor,South,Mouse,9,787210411,7084893699
2022-04-26,Jamie Lee,South,Printer,11,738666964,8125336604
2022-06-02,Riley Moore,Central,Scanner,1,1881703877,1881703877
2022-04-23,Skyler Brown,West,Headset,11,1704886673,18753753403
2022-10-04,Quinn Moore,North,Mouse,6,1805375040,10832250240
2022-07-31,Quinn Smith,West,Desk Chair,18,983757698,17707638564
2022-07-09,Morgan Davis,South,Headset,8,665382400,5323059200
2022-09-22,Morgan Smith,West,Mouse,6,1935608735,11613652410
2022-07-14,Taylor Smith,East,Keyboard,6,1409193856,8455163136
2022-09-19,Jamie Moore,Central,Desk Chair,1,838093691,838093691
2022-10-08,Taylor Garcia,Central,Docking Station,3,1190626368,3571879104
2022-05-05,Taylor Taylor,Central,Docking Station,6,554446359,3326678154
2023-01-29,Jamie Johnson,West,Docking Station,14,1113086907,15583216698
2023-04-03,Jordan Smith,South,Webcam,4,747947232,2991788928
2022-10-29,Taylor Miller,South,Monitor,17,772475039,13132075663
2023-01-17,Riley Wilson,Central,Printer,8,1391289554,11130316432
2022-06-09,Taylor Moore,West,Desk Chair,16,558945843,8943133488
2022-11-05,Casey Miller,East,Laptop,12,635687180,7628246160
2023-03-21,Chris Miller,North,Webcam,7,1510151845,10571062915
2022-08-13,Quinn Taylor,Central,Webcam,3,1062531948,3187595844
2022-06-08,Casey Johnson,West,Docking Station,14,2469611,34574554
2022-04-29,Alex Wilson,West,Monitor,7,1462880659,10240164613
2023-03-21,Alex Taylor,Central,Scanner,1,2070617070,2070617070
2023-01-18,Riley Taylor,South,Docking Station,13,1020927832,13272061816
2023-04-03,Jamie Miller,Central,Desk Chair,13,940243060,12223159780
2022-08-25,Jordan Brown,Central,Printer,5,1092619875,5463099375
2022-11-25,Chris Davis,South,Laptop,10,1996394072,19963940720
2022-11-09,Jordan Davis,South,Laptop,16,621626302,9946020832
2023-02-05,Jamie Johnson,East,Headset,12,521564150,6258769800
2022-06-26,Casey Miller,North,Mouse,19,426420559,8101990621
2022-12-01,Morgan Taylor,West,Mouse,6,1871508387,11229050322
2022-10-15,Quinn Wilson,North,Webcam,14,919651454,12875120356
2022-08-24,Jordan Brown,West,Keyboard,16,1188614697,19017835152
2023-02-18,Chris Smith,West,Scanner,19,657007374,12483140106
2022-09-14,Skyler Garcia,North,Keyboard,13,997993525,12973915825
2023-03-22,Alex Wilson,North,Printer,10,1024776627,10247766270
2022-08-31,Alex Brown,South,Webcam,11,61718227,678900497
2022-04-19,Morgan Johnson,Central,Desk Chair,13,445505952,5791577376
2022-08-09,Jamie Wilson,South,Laptop,5,572741082,2863705410
2022-04-09,Jordan Taylor,East,Scanner,10,1981590841,19815908410
2022-11-27,Riley Smith,Central,Keyboard,15,1574173933,23612608995
2022-05-20,Skyler Johnson,North,Laptop,19,127817621,2428534799
2022-06-06,Casey Davis,North,Docking Station,5,341583615,1707918075
2022-05-15,Jordan Davis,North,Desk Chair,3,633205722,1899617166
2022-08-06,Quinn Smith,Central,Printer,2,155519847,311039694
2022-08-29,Jordan Lee,North,Scanner,1,660091649,660091649
2022-08-27,Quinn Brown,Central,Keyboard,9,1413214698,12718932282
2022-05-30,Casey Davis,North,Printer,2,273671256,547342512
2023-01-28,Riley Garcia,East,Printer,4,897617849,3590471396
2023-04-03,Chris Miller,West,Mouse,6,1100855730,6605134380
2022-07-03,Riley Lee,South,Webcam,2,729082424,1458164848
2022-12-06,Taylor Moore,East,Desk Chair,12,982202991,11786435892
2022-06-03,Alex Johnson,Central,Monitor,17,1422717395,24186195715
2022-07-27,Riley Smith,East,Keyboard,14,1633727849,22872189886
2022-09-01,Alex Johnson,South,Laptop,15,740417085,11106256275
2022-12-25,Alex Brown,North,Desk Chair,18,1081182315,19461281670
2023-03-03,Jordan Taylor,North,Mouse,3,2008989599,6026968797
2023-01-16,Alex Wilson,West,Headset,18,544184514,9795321252
2022-07-31,Alex Moore,East,Keyboard,8,1474040449,11792323592
2022-07-09,Skyler Smith,West,Webcam,3,90865265,272595795
2022-08-11,Casey Brown,South,Headset,3,14012515,42037545
2022-09-03,Morgan Davis,East,Printer,4,1628377588,6513510352
2022-09-12,Quinn Wilson,South,Webcam,15,994654487,14919817305
2022-12-20,Jordan Moore,North,Printer,13,1359094697,17668231061
2022-10-06,Riley Johnson,South,Printer,15,2010233749,30153506235
2022-09-22,Morgan Johnson,West,Desk Chair,10,1761416372,17614163720
2022-12-29,Jordan Lee,Central,Webcam,13,964635724,12540264412
2022-09-16,Casey Davis,East,Monitor,2,2108396139,4216792278
2022-08-05,Taylor Davis,East,Printer,6,320871711,1925230266
2022-11-12,Taylor Taylor,South,Mouse,10,704124046,7041240460
2022-10-06,Quinn Taylor,East,Monitor,18,1848034366,33264618588
2022-07-15,Quinn Wilson,West,Scanner,6,1054173852,6325043112
2022-08-19,Jordan Garcia,Central,Headset,16,485374371,7765989936
2022-10-19,Casey Moore,West,Monitor,12,515102052,6181224624
2022-07-18,Jordan Garcia,East,Docking Station,3,772148325,2316444975
2022-12-01,Morgan Wilson,South,Laptop,10,1580542916,15805429160
2022-10-18,Skyler Garcia,South,Docking Station,4,1398688553,5594754212
2022-12-05,Jamie Brown,West,Monitor,6,265238990,1591433940
2022-07-30,Chris Smith,West,Monitor,8,1578524337,12628194696
2022-04-29,Casey Taylor,Central,Scanner,9,484312148,4358809332
2023-03-03,Casey Miller,North,Keyboard,8,1893192171,15145537368
2022-08-02,Skyler Brown,Central,Desk Chair,14,1290866862,18072136068
2023-02-22,Quinn Brown,Central,Docking Station,5,1348767734,6743838670
2023-01-23,Jamie Brown,South,Keyboard,19,1457385531,27690325089
2022-04-26,Skyler Brown,South,Scanner,11,1022318893,11245507823
2022-07-24,Chris Moore,South,Headset,8,1321304485,10570435880
2023-03-20,Jordan Smith,East,Laptop,5,1462255012,7311275060
2022-07-04,Alex Johnson,North,Monitor,13,809400624,10522208112
2022-06-10,Chris Miller,East,Mouse,9,1213328896,10919960064
2022-05-28,Riley Lee,East,Monitor,17,1774727243,30170363131
2022-04-21,Morgan Lee,West,Scanner,5,1869195118,9345975590
2022-10-13,Quinn Moore,North,Mouse,10,529951587,5299515870
2023-03-08,Riley Miller,South,Docking Station,2,822385474,1644770948
2023-01-27,Jamie Moore,East,Webcam,2,668247681,1336495362
2022-11-17,Jordan Lee,East,Laptop,9,1563975569,14075780121
2023-02-02,Skyler Lee,Central,Webcam,17,1703124488,28953116296
2022-06-17,Casey Davis,East,Monitor,1,1546072227,1546072227
2022-07-06,Casey Garcia,North,Desk Chair,8,1935244453,15481955624
2023-03-29,Chris Taylor,North,Webcam,1,614589711,614589711
2022-10-10,Casey Smith,North,Docking Station,3,1031219289,3093657867
2023-02-04,Morgan Wilson,Central,Mouse,4,1928065877,7712263508
2023-01-12,Alex Lee,South,Keyboard,10,579175013,5791750130
2023-02-04,Taylor Smith,East,Monitor,8,534945922,4279567376
2022-09-02,Chris Brown,East,Monitor,15,2062768253,30941523795
2023-03-12,Quinn Miller,East,Webcam,11,593683426,6530517686
2022-05-25,Quinn Davis,East,Desk Chair,16,1115987488,17855799808
2023-01-30,Morgan Brown,West,Laptop,12,1915009381,22980112572
2022-04-18,Casey Lee,North,Laptop,14,2124348928,29740884992
2022-10-30,Jordan Garcia,West,Mouse,3,1415714257,4247142771
2023-02-18,Skyler Brown,Central,Laptop,12,780350123,9364201476
2022-04-08,Chris Johnson,West,Monitor,12,1600527643,19206331716
2022-09-19,Chris Miller,East,Printer,10,443016115,4430161150
2022-11-10,Quinn Taylor,North,Desk Chair,10,1605737486,16057374860
2022-06-03,Casey Garcia,South,Docking Station,19,973704019,18500376361
2022-09-03,Skyler Smith,East,Webcam,7,1129259280,7904814960
2022-04-25,Skyler Johnson,North,Scanner,4,314715167,1258860668
2022-06-10,Skyler Moore,West,Scanner,7,1856329543,12994306801
2022-05-18,Jordan Moore,Central,Scanner,8,1819271961,14554175688
2022-05-13,Quinn Garcia,West,Docking Station,15,558923214,8383848210
2022-07-29,Skyler Moore,Central,Printer,5,377264638,1886323190
2022-11-06,Casey Garcia,West,Headset,8,919778776,7358230208
2022-12-09,Casey Johnson,West,Docking Station,6,215088742,1290532452
2023-01-14,Riley Smith,Central,Headset,13,1749345784,22741495192
2023-01-07,Quinn Lee,Central,Mouse,7,1989665150,13927656050
2022-07-27,Morgan Lee,South,Docking Station,5,1067781070,5338905350
2022-05-25,Skyler Brown,North,Mouse,19,1051147195,19971796705
2022-11-10,Jordan Moore,Central,Desk Chair,1,1540491920,1540491920
2022-04-26,Casey Wilson,East,Laptop,6,1601812817,9610876902
