Date,Customer,Region,Product,Quantity,UnitPrice,Total
2022-06-03,Quinn Moore,West,Desk Chair,2,1564254194,3128508388
2022-05-31,Alex Brown,South,Docking Station,17,963663438,16382278446
2023-05-16,Riley Taylor,South,Desk Chair,2,294763581,589527162
2023-01-11,Chris Miller,West,Laptop,12,1339602947,16075235364
2022-07-03,Riley Brown,West,Webcam,6,544557624,3267345744
2022-08-08,Riley Brown,Central,Laptop,13,264936246,3444171198
2023-01-19,Skyler Garcia,North,Headset,19,70212622,1334039818
2023-05-21,Chris Davis,East,Headset,3,1916218187,5748654561
2022-08-09,Casey Moore,South,Webcam,7,1581527184,11070690288
2023-02-01,Jordan Miller,East,Scanner,18,397795384,7160316912
2022-07-31,Jordan Johnson,North,Docking Station,11,1009185015,11101035165
2022-11-11,Riley Moore,North,Monitor,13,105080922,1366051986
2023-05-19,Chris Davis,North,Desk Chair,3,646650050,1939950150
2023-03-24,Alex Moore,North,Docking Station,8,314103969,2512831752
2022-08-27,Riley Moore,Central,Docking Station,18,691665737,12449983266
2023-01-28,Chris Moore,North,Mouse,8,457438782,3659510256
2022-07-04,Jordan Davis,West,Scanner,18,155858881,2805459858
2023-01-28,Skyler Moore,North,Headset,6,1909477755,11456866530
2022-11-19,Quinn Lee,East,Scanner,16,751547603,12024761648
2022-11-12,Jordan Garcia,Central,Desk Chair,16,2073048891,33168782256
2022-08-28,Alex Smith,Central,Monitor,12,982629536,11791554432
2022-11-20,Alex Davis,South,Headset,5,405047195,2025235975
2022-12-16,Chris Davis,East,Laptop,15,1826776241,27401643615
2023-02-02,Casey Johnson,North,Printer,18,1127694858,20298507444
2022-06-23,Taylor Wilson,Central,Scanner,8,1990560553,15924484424
2022-12-22,Alex Wilson,West,Desk Chair,11,1018719201,11205911211
2022-11-03,Casey Wilson,East,Webcam,3,542633061,1627899183
2022-06-28,Casey Miller,Central,Docking Station,10,316119659,3161196590
2022-07-14,Casey Johnson,South,Headset,13,492203600,6398646800
2022-07-21,Jordan Taylor,North,Keyboard,18,1421953845,25595169210
2022-06-16,Chris Miller,North,Keyboard,18,999840161,17997122898
2023-02-11,Taylor Davis,Central,Docking Station,15,1096021560,16440323400
2023-03-29,Alex Lee,South,Headset,12,717765089,8613181068
2023-03-28,Taylor Lee,West,Webcam,3,192924793,578774379
2022-10-08,Jamie Brown,West,Monitor,15,1876209537,28143143055
2022-12-15,Jordan Lee,Central,Mouse,19,725580323,13786026137
2022-06-22,Alex Taylor,West,Scanner,18,849477534,15290595612
2022-09-26,Chris Smith,East,Keyboard,16,1719018334,27504293344
2022-08-12,Taylor Davis,West,Webcam,9,1670466515,15034198635
2022-08-11,Jamie Brown,South,Keyboard,5,508260666,2541303330
2022-06-06,Alex Lee,Central,Webcam,1,1646241965,1646241965
2023-05-21,Taylor Brown,West,Scanner,10,292891592,2928915920
2023-05-08,Skyler Moore,Central,Docking Station,18,38836538,699057684
2023-05-22,Riley Davis,East,Keyboard,10,953497453,9534974530
2022-10-04,Alex Brown,North,Keyboard,17,768042143,13056716431
2022-11-19,Riley Miller,Central,Mouse,4,5916967,23667868
2022-09-04,Alex Miller,East,Desk Chair,3,511103613,1533310839
2023-02-20,Alex Moore,South,Docking Station,10,1354329504,13543295040
2023-05-17,Taylor Smith,North,Scanner,17,1255157335,21337674695
2022-07-09,Morgan Wilson,West,Desk Chair,10,263290187,2632901870
2022-12-15,Jamie Garcia,South,Scanner,2,313979290,627958580
2022-06-28,Skyler Lee,North,Printer,13,1358498657,17660482541
2023-05-07,Chris Garcia,South,Keyboard,18,853859323,15369467814
2022-11-30,Jamie Lee,West,Monitor,19,1887464163,35861819097
2022-06-11,Jordan Taylor,Central,Monitor,1,395254253,395254253
2023-03-28,Morgan Wilson,South,Monitor,7,939439803,6576078621
2022-08-12,Taylor Miller,West,Headset,16,1382343116,22117489856
2023-04-18,Jordan Wilson,North,Keyboard,15,361390475,5420857125
2023-05-01,Chris Lee,South,Monitor,10,221382056,2213820560
2023-02-16,Alex Davis,West,Laptop,14,1353841240,18953777360
2023-01-18,Riley Davis,North,Monitor,6,2022241650,12133449900
2022-05-28,Quinn Lee,West,Webcam,10,591219840,5912198400
